src word,tgt word,src slot,src msd,tgt slot,tgt msd,src apertium tags,tgt apertium tags,annotation
Maaseja,Maasejas,1_0,ADJ,1_2,DET;NOM;SG,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
verbargest,verbargst,0_2,V;SBJV;PRS;2;SG,0_10,V;IND;PRS;2;SG,verb;pis;p2;sg,verb;pii;p2;sg,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
Unsinnigen,Unsinnigen,0_0,N;DAT;PL,0_0,N;DAT;PL,adj;sint;m;sg;gen;st - adj;sint;m;sg;gen;sw - adj;sint;m;sg;gen;mix - adj;sint;m;sg;dat;sw - adj;sint;m;sg;dat;mix - adj;sint;m;sg;acc;st - adj;sint;m;sg;acc;sw - adj;sint;m;sg;acc;mix - adj;sint;m;pl;nom;sw - adj;sint;m;pl;nom;mix - adj;sint;m;pl;gen;sw - adj;sint;m;pl;gen;mix - adj;sint;m;pl;dat;st - adj;sint;m;pl;dat;sw - adj;sint;m;pl;dat;mix - adj;sint;m;pl;acc;sw - adj;sint;m;pl;acc;mix - adj;sint;nt;sg;gen;st - adj;sint;nt;sg;gen;sw - adj;sint;nt;sg;gen;mix - adj;sint;nt;sg;dat;sw - adj;sint;nt;sg;dat;mix - adj;sint;nt;pl;nom;sw - adj;sint;nt;pl;nom;mix - adj;sint;nt;pl;gen;sw - adj;sint;nt;pl;gen;mix - adj;sint;nt;pl;dat;sw - adj;sint;nt;pl;dat;mix - adj;sint;nt;pl;acc;sw - adj;sint;nt;pl;acc;mix - adj;sint;f;sg;gen;sw - adj;sint;f;sg;gen;mix - adj;sint;f;sg;dat;sw - adj;sint;f;sg;dat;mix - adj;sint;f;pl;nom;sw - adj;sint;f;pl;nom;mix - adj;sint;f;pl;gen;sw - adj;sint;f;pl;gen;mix - adj;sint;f;pl;dat;st - adj;sint;f;pl;dat;sw - adj;sint;f;pl;dat;mix - adj;sint;f;pl;acc;sw - adj;sint;f;pl;acc;mix,adj;sint;m;sg;gen;st - adj;sint;m;sg;gen;sw - adj;sint;m;sg;gen;mix - adj;sint;m;sg;dat;sw - adj;sint;m;sg;dat;mix - adj;sint;m;sg;acc;st - adj;sint;m;sg;acc;sw - adj;sint;m;sg;acc;mix - adj;sint;m;pl;nom;sw - adj;sint;m;pl;nom;mix - adj;sint;m;pl;gen;sw - adj;sint;m;pl;gen;mix - adj;sint;m;pl;dat;st - adj;sint;m;pl;dat;sw - adj;sint;m;pl;dat;mix - adj;sint;m;pl;acc;sw - adj;sint;m;pl;acc;mix - adj;sint;nt;sg;gen;st - adj;sint;nt;sg;gen;sw - adj;sint;nt;sg;gen;mix - adj;sint;nt;sg;dat;sw - adj;sint;nt;sg;dat;mix - adj;sint;nt;pl;nom;sw - adj;sint;nt;pl;nom;mix - adj;sint;nt;pl;gen;sw - adj;sint;nt;pl;gen;mix - adj;sint;nt;pl;dat;sw - adj;sint;nt;pl;dat;mix - adj;sint;nt;pl;acc;sw - adj;sint;nt;pl;acc;mix - adj;sint;f;sg;gen;sw - adj;sint;f;sg;gen;mix - adj;sint;f;sg;dat;sw - adj;sint;f;sg;dat;mix - adj;sint;f;pl;nom;sw - adj;sint;f;pl;nom;mix - adj;sint;f;pl;gen;sw - adj;sint;f;pl;gen;mix - adj;sint;f;pl;dat;st - adj;sint;f;pl;dat;sw - adj;sint;f;pl;dat;mix - adj;sint;f;pl;acc;sw - adj;sint;f;pl;acc;mix,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
leugne,leugnen,0_3,V;SBJV;PRS;1;SG,0_0,N;DAT;PL,verb;imp;sg - verb;pri;p1;sg - verb;prs;p1;sg - verb;prs;p3;sg,verb;inf - verb;ger;nom - verb;ger;dat - verb;ger;acc - verb;pri;p1;pl - verb;pri;p3;pl - verb;prs;p1;pl - verb;prs;p3;pl,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
Gebeine,Gebein,0_3,V;SBJV;PRS;1;SG,0_12,N;NOM;SG,n;nt;sg;dat - n;nt;pl;nom - n;nt;pl;gen - n;nt;pl;acc - n;nt;sg;dat;lower - n;nt;pl;nom;lower - n;nt;pl;gen;lower - n;nt;pl;acc;lower - n;nt;sg;dat;lower;compound-R - n;nt;pl;nom;lower;compound-R - n;nt;pl;gen;lower;compound-R - n;nt;pl;acc;lower;compound-R,n;nt;sg;nom - n;nt;sg;dat - n;nt;sg;acc - n;nt;sg;cmp;compound-only-L - n;nt;sg;nom;lower - n;nt;sg;dat;lower - n;nt;sg;acc;lower - n;nt;sg;nom;lower;compound-R - n;nt;sg;dat;lower;compound-R - n;nt;sg;acc;lower;compound-R - n;nt;sg;lower;cmp;compound-only-L,ERR_TGT_SLOT_ERROR
sprengte,sprengen,0_4,V;SBJV;PST;1;SG,0_0,N;DAT;PL,verb;pii;p1;sg - verb;pii;p3;sg - verb;pis;p1;sg - verb;pis;p3;sg,verb;inf - verb;ger;nom - verb;ger;dat - verb;ger;acc - verb;pri;p1;pl - verb;pri;p3;pl - verb;prs;p1;pl - verb;prs;p3;pl,ERR_TGT_SLOT_ERROR
Lager,Lagern,1_0,ADJ,1_1,ADJ;ACC;PL,n;nt;sg;nom - n;nt;sg;dat - n;nt;sg;acc - n;nt;pl;nom - n;nt;pl;gen - n;nt;pl;acc - verb;imp;sg - n;nt;sg;cmp;compound-only-L - n;nt;sg;nom;lower - n;nt;sg;dat;lower - n;nt;sg;acc;lower - n;nt;pl;nom;lower - n;nt;pl;gen;lower - n;nt;pl;acc;lower - n;nt;sg;nom;lower;compound-R - n;nt;sg;dat;lower;compound-R - n;nt;sg;acc;lower;compound-R - n;nt;sg;lower;cmp;compound-only-L - n;nt;pl;nom;lower;compound-R - n;nt;pl;gen;lower;compound-R - n;nt;pl;acc;lower;compound-R,verb;inf - n;nt;pl;dat - verb;ger;nom - verb;ger;dat - verb;ger;acc - n;nt;pl;dat;lower - verb;pri;p1;pl - verb;pri;p3;pl - verb;prs;p1;pl - verb;prs;p3;pl - n;nt;pl;dat;lower;compound-R,SRC_SLOT_ERROR;TGT_SLOT_ERROR
Zanket,Zank,0_9,V;SBJV;PRS;2;PL,0_12,N;NOM;SG,verb;prs;p2;pl,verb;imp;sg,ERR_TGT_SLOT_ERROR
jauchzen,jauchzet,0_0,N;DAT;PL,0_9,V;SBJV;PRS;2;PL,verb;inf - verb;ger;nom - verb;ger;dat - verb;ger;acc - verb;pri;p1;pl - verb;pri;p3;pl - verb;prs;p1;pl - verb;prs;p3;pl,verb;prs;p2;pl,ERR_SRC_SLOT_ERROR
könnte,könnet,0_4,V;SBJV;PST;1;SG,0_9,V;SBJV;PRS;2;PL,verb;pis;p1;sg - verb;pis;p3;sg,verb;prs;p2;pl,C
regiert,regierte,0_6,V;IND;PRS;2;PL,0_4,V;SBJV;PST;1;SG,verb;pp - verb;pp;heur - verb;imp;pl - verb;imp;pl;heur - verb;pri;p2;pl - verb;pri;p3;sg - verb;pri;p2;pl;heur - verb;pri;p3;sg;heur,verb;pp - verb;pp;heur - verb;pii;p1;sg - verb;pii;p3;sg - verb;pis;p1;sg - verb;pis;p3;sg - verb;pii;p1;sg;heur - verb;pii;p3;sg;heur - verb;pis;p1;sg;heur - verb;pis;p3;sg;heur,ERR_TGT_SLOT_ERROR
nährt,nährt,0_6,V;IND;PRS;2;PL,0_6,V;IND;PRS;2;PL,verb;imp;pl - verb;pri;p2;pl - verb;pri;p3;sg,verb;imp;pl - verb;pri;p2;pl - verb;pri;p3;sg,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
neidet,neide,0_9,V;SBJV;PRS;2;PL,0_3,V;SBJV;PRS;1;SG,verb;imp;pl - verb;pri;p2;pl - verb;pri;p3;sg - verb;prs;p2;pl,verb;imp;sg - n;m;sg;dat;lower - verb;pri;p1;sg - verb;prs;p1;sg - verb;prs;p3;sg - n;m;sg;dat;lower;compound-R,ERR_SRC_SLOT_ERROR
williger,willigt,0_5,ADJ;GEN;SG,0_6,V;IND;PRS;2;PL,adj;sint;comp;attr - adj;sint;comp;pred - adj;sint;m;sg;nom;st - adj;sint;m;sg;nom;mix - adj;sint;m;pl;gen;st - adj;sint;f;sg;gen;st - adj;sint;f;sg;dat;st - adj;sint;f;pl;gen;st,verb;imp;pl - verb;pri;p2;pl - verb;pri;p3;sg,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
Zadok,Zadoks,1_0,ADJ,1_2,DET;NOM;SG,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
Schmuckes,Schmuck,0_8,ADJ;ACC;SG,0_12,N;NOM;SG,n;m;sg;gen - n;m;sg;gen;lower - adj;sint;nt;sg;nom;st - adj;sint;nt;sg;nom;mix - adj;sint;nt;sg;acc;st - adj;sint;nt;sg;acc;mix - n;m;sg;gen;lower;compound-R,adj;sint - adj;sint;attr - adj;sint;pred - n;m;sg;nom - n;m;sg;dat - n;m;sg;acc - n;m;sg;cmp;compound-only-L - n;m;sg;nom;lower - n;m;sg;dat;lower - n;m;sg;acc;lower - n;m;sg;nom;lower;compound-R - n;m;sg;dat;lower;compound-R - n;m;sg;acc;lower;compound-R - n;m;sg;lower;cmp;compound-only-L,MAPPED_POS_PAIR_ERROR
göttlicher,göttliche,0_5,ADJ;GEN;SG,0_3,V;SBJV;PRS;1;SG,adj;sint;comp;attr - adj;sint;comp;pred - adj;sint;m;sg;nom;st - adj;sint;m;sg;nom;mix - adj;sint;m;pl;gen;st - adj;sint;f;sg;gen;st - adj;sint;f;sg;dat;st - adj;sint;f;pl;gen;st,adj;sint;m;sg;nom;sw - adj;sint;m;pl;nom;st - adj;sint;m;pl;acc;st - adj;sint;f;sg;nom;st - adj;sint;f;sg;nom;sw - adj;sint;f;sg;nom;mix - adj;sint;f;sg;acc;st - adj;sint;f;sg;acc;sw - adj;sint;f;sg;acc;mix - adj;sint;f;pl;nom;st - adj;sint;f;pl;acc;st - adj;sint;nt;sg;nom;sw - adj;sint;nt;sg;acc;sw,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
widerstreben,widerstrebten,0_0,N;DAT;PL,0_11,V;SBJV;PST;3;PL,verb;inf - verb;ger;nom - verb;ger;dat - verb;ger;acc - verb;pri;p1;pl - verb;pri;p3;pl - verb;prs;p1;pl - verb;prs;p3;pl,verb;pp - verb;pii;p1;pl - verb;pii;p3;pl - verb;pis;p1;pl - verb;pis;p3;pl,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
Hurs,Hur,0_1,N;SG;COMPOUND,0_12,N;NOM;SG,,,UNK_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR
rette,rette,0_3,V;SBJV;PRS;1;SG,0_3,V;SBJV;PRS;1;SG,verb;imp;sg - verb;pri;p1;sg - verb;prs;p1;sg - verb;prs;p3;sg,verb;imp;sg - verb;pri;p1;sg - verb;prs;p1;sg - verb;prs;p3;sg,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
übe,übten,0_3,V;SBJV;PRS;1;SG,0_11,V;SBJV;PST;3;PL,verb;pri;p1;sg - verb;prs;p1;sg - verb;prs;p3;sg,verb;pii;p1;pl - verb;pii;p3;pl - verb;pis;p1;pl - verb;pis;p3;pl,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
deckt,deckte,0_6,V;IND;PRS;2;PL,0_4,V;SBJV;PST;1;SG,verb;imp;pl - verb;pri;p2;pl - verb;pri;p3;sg,verb;pii;p1;sg - verb;pii;p3;sg - verb;pis;p1;sg - verb;pis;p3;sg,ERR_SRC_SLOT_ERROR
streute,streue,0_4,V;SBJV;PST;1;SG,0_3,V;SBJV;PRS;1;SG,verb;pii;p1;sg - verb;pii;p3;sg - verb;pis;p1;sg - verb;pis;p3;sg,verb;pri;p1;sg - verb;prs;p1;sg - verb;prs;p3;sg,ERR_TGT_SLOT_ERROR
zuschließen,zuschließt,0_0,N;DAT;PL,0_6,V;IND;PRS;2;PL,verb;sep;inf - verb;sep;ger;nom - verb;sep;ger;dat - verb;sep;ger;acc - verb;sep;fs;pri;p1;pl - verb;sep;fs;pri;p3;pl - verb;sep;fs;prs;p1;pl - verb;sep;fs;prs;p3;pl,verb;sep;fs;pri;p2;sg - verb;sep;fs;pri;p2;pl - verb;sep;fs;pri;p3;sg,ERR_SRC_SLOT_ERROR
machten,machen,0_11,V;SBJV;PST;3;PL,0_0,N;DAT;PL,verb;pii;p1;pl - verb;pii;p3;pl - verb;pis;p1;pl - verb;pis;p3;pl,verb;inf - verb;ger;nom - verb;ger;dat - verb;ger;acc - verb;pri;p1;pl - verb;pri;p3;pl - verb;prs;p1;pl - verb;prs;p3;pl,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
liegt,liege,0_6,V;IND;PRS;2;PL,0_3,V;SBJV;PRS;1;SG,verb;imp;pl - verb;pri;p2;pl - verb;pri;p3;sg,n;f;sg;nom;lower - n;f;sg;gen;lower - n;f;sg;dat;lower - n;f;sg;acc;lower - verb;pri;p1;sg - verb;prs;p1;sg - verb;prs;p3;sg - n;f;sg;nom;lower;compound-R - n;f;sg;gen;lower;compound-R - n;f;sg;dat;lower;compound-R - n;f;sg;acc;lower;compound-R - n;f;sg;lower;cmp;compound-only-L,ERR_SRC_SLOT_ERROR
abgehauen,abgehauene,0_12,N;NOM;SG,0_3,V;SBJV;PRS;1;SG,verb;sep;pp,verb;pp,ERR_TGT_SLOT_ERROR
Ohrs,Ohr,0_1,N;SG;COMPOUND,0_12,N;NOM;SG,n;nt;sg;gen - n;nt;sg;gen;lower - n;nt;sg;gen;lower;compound-R,n;nt;sg;nom - n;nt;sg;dat - n;nt;sg;acc - n;nt;sg;cmp;compound-only-L - n;nt;sg;nom;lower - n;nt;sg;dat;lower - n;nt;sg;acc;lower - n;nt;sg;nom;lower;compound-R - n;nt;sg;dat;lower;compound-R - n;nt;sg;acc;lower;compound-R - n;nt;sg;lower;cmp;compound-only-L,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
vertilgten,vertilge,0_11,V;SBJV;PST;3;PL,0_3,V;SBJV;PRS;1;SG,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
schaffte,schaffest,0_4,V;SBJV;PST;1;SG,0_2,V;SBJV;PRS;2;SG,verb;pii;p1;sg - verb;pii;p3;sg - verb;pis;p1;sg - verb;pis;p3;sg,verb;prs;p2;sg,C
murrte,murre,0_4,V;SBJV;PST;1;SG,0_3,V;SBJV;PRS;1;SG,verb;pii;p1;sg - verb;pii;p3;sg - verb;pis;p1;sg - verb;pis;p3;sg,verb;pri;p1;sg - verb;prs;p1;sg - verb;prs;p3;sg,ERR_TGT_SLOT_ERROR
Steigt,Steiget,0_6,V;IND;PRS;2;PL,0_9,V;SBJV;PRS;2;PL,verb;imp;pl - verb;pri;p2;pl - verb;pri;p3;sg,verb;prs;p2;pl,ERR_SRC_SLOT_ERROR
Moser,Most,0_5,ADJ;GEN;SG,0_6,V;IND;PRS;2;PL,,,UNK_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR
gnädiger,gnädigen,0_5,ADJ;GEN;SG,0_0,N;DAT;PL,adj;sint;comp;attr - adj;sint;comp;pred - adj;sint;m;sg;nom;st - adj;sint;m;sg;nom;mix - adj;sint;m;pl;gen;st - adj;sint;f;sg;gen;st - adj;sint;f;sg;dat;st - adj;sint;f;pl;gen;st,adj;sint;m;sg;gen;st - adj;sint;m;sg;gen;sw - adj;sint;m;sg;gen;mix - adj;sint;m;sg;dat;sw - adj;sint;m;sg;dat;mix - adj;sint;m;sg;acc;st - adj;sint;m;sg;acc;sw - adj;sint;m;sg;acc;mix - adj;sint;m;pl;nom;sw - adj;sint;m;pl;nom;mix - adj;sint;m;pl;gen;sw - adj;sint;m;pl;gen;mix - adj;sint;m;pl;dat;st - adj;sint;m;pl;dat;sw - adj;sint;m;pl;dat;mix - adj;sint;m;pl;acc;sw - adj;sint;m;pl;acc;mix - adj;sint;nt;sg;gen;st - adj;sint;nt;sg;gen;sw - adj;sint;nt;sg;gen;mix - adj;sint;nt;sg;dat;sw - adj;sint;nt;sg;dat;mix - adj;sint;nt;pl;nom;sw - adj;sint;nt;pl;nom;mix - adj;sint;nt;pl;gen;sw - adj;sint;nt;pl;gen;mix - adj;sint;nt;pl;dat;sw - adj;sint;nt;pl;dat;mix - adj;sint;nt;pl;acc;sw - adj;sint;nt;pl;acc;mix - adj;sint;f;sg;gen;sw - adj;sint;f;sg;gen;mix - adj;sint;f;sg;dat;sw - adj;sint;f;sg;dat;mix - adj;sint;f;pl;nom;sw - adj;sint;f;pl;nom;mix - adj;sint;f;pl;gen;sw - adj;sint;f;pl;gen;mix - adj;sint;f;pl;dat;st - adj;sint;f;pl;dat;sw - adj;sint;f;pl;dat;mix - adj;sint;f;pl;acc;sw - adj;sint;f;pl;acc;mix,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
hassen,hassest,0_0,N;DAT;PL,0_2,V;SBJV;PRS;2;SG,verb;inf - verb;ger;nom - verb;ger;dat - verb;ger;acc - verb;pri;p1;pl - verb;pri;p3;pl - verb;prs;p1;pl - verb;prs;p3;pl,verb;prs;p2;sg,ERR_SRC_SLOT_ERROR
einernten,einerntest,0_0,N;DAT;PL,0_2,V;SBJV;PRS;2;SG,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
Widder,Widdern,1_0,ADJ,1_1,ADJ;ACC;PL,n;m;sg;nom - n;m;sg;dat - n;m;sg;acc - n;m;pl;nom - n;m;pl;gen - n;m;pl;acc - n;m;sg;cmp;compound-only-L - n;m;sg;nom;lower - n;m;sg;dat;lower - n;m;sg;acc;lower - n;m;pl;nom;lower - n;m;pl;gen;lower - n;m;pl;acc;lower - n;m;sg;nom;lower;compound-R - n;m;sg;dat;lower;compound-R - n;m;sg;acc;lower;compound-R - n;m;sg;lower;cmp;compound-only-L - n;m;pl;nom;lower;compound-R - n;m;pl;gen;lower;compound-R - n;m;pl;acc;lower;compound-R,n;m;pl;dat - n;m;pl;dat;lower - n;m;pl;dat;lower;compound-R,ERR_SRC_SLOT_ERROR
Nächstem,Nächstem,0_7,ADJ;DAT;SG,0_7,ADJ;DAT;SG,adj;sint;sup;m;sg;dat;st - adj;sint;sup;nt;sg;dat;st - adj;sint;m;sg;dat;st - adj;sint;nt;sg;dat;st,adj;sint;sup;m;sg;dat;st - adj;sint;sup;nt;sg;dat;st - adj;sint;m;sg;dat;st - adj;sint;nt;sg;dat;st,C
begegne,begegnen,0_3,V;SBJV;PRS;1;SG,0_0,N;DAT;PL,verb;imp;sg - verb;pri;p1;sg - verb;prs;p1;sg - verb;prs;p3;sg,verb;inf - verb;ger;nom - verb;ger;dat - verb;ger;acc - verb;pri;p1;pl - verb;pri;p3;pl - verb;prs;p1;pl - verb;prs;p3;pl,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
führten,führen,0_11,V;SBJV;PST;3;PL,0_0,N;DAT;PL,verb;pii;p1;pl - verb;pii;p3;pl - verb;pis;p1;pl - verb;pis;p3;pl,verb;inf - verb;ger;nom - verb;ger;dat - verb;ger;acc - n;f;pl;nom;lower - n;f;pl;gen;lower - n;f;pl;dat;lower - n;f;pl;acc;lower - verb;pri;p1;pl - verb;pri;p3;pl - verb;prs;p1;pl - verb;prs;p3;pl - verb;pis;p1;pl - verb;pis;p3;pl - n;f;sg;lower;cmp;compound-only-L - n;f;pl;nom;lower;compound-R - n;f;pl;gen;lower;compound-R - n;f;pl;dat;lower;compound-R - n;f;pl;acc;lower;compound-R,ERR_SRC_SLOT_ERROR
befahl,befahlen,0_12,N;NOM;SG,0_0,N;DAT;PL,verb;pii;p1;sg - verb;pii;p3;sg,verb;pii;p1;pl - verb;pii;p3;pl,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
sicher,sich,0_5,ADJ;GEN;SG,0_12,N;NOM;SG,adv; - adj;sint - adj;sint;attr - adj;sint;pred - verb;imp;sg,prn;ref;p3;mf;sp;nom,POS_PAIR_ERROR;SRC_SLOT_ERROR;TGT_SLOT_ERROR
kundtätest,kundtäten,0_2,V;SBJV;PRS;2;SG,0_0,N;DAT;PL,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
zerbreche,zerbreche,0_3,V;SBJV;PRS;1;SG,0_3,V;SBJV;PRS;1;SG,verb;pri;p1;sg - verb;prs;p1;sg - verb;prs;p3;sg,verb;pri;p1;sg - verb;prs;p1;sg - verb;prs;p3;sg,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
erfreue,erfreuest,0_3,V;SBJV;PRS;1;SG,0_2,V;SBJV;PRS;2;SG,verb;pri;p1;sg - verb;prs;p1;sg - verb;prs;p3;sg,verb;prs;p2;sg,ERR_SRC_SLOT_ERROR
durchs,durch,1_2,DET;NOM;SG,1_0,ADJ,det;def;nt;sg;acc,pr;acc,ERR_SRC_SLOT_ERROR
Gehe,Gehet,0_3,V;SBJV;PRS;1;SG,0_9,V;SBJV;PRS;2;PL,verb;pri;p1;sg - verb;prs;p1;sg - verb;prs;p3;sg,verb;prs;p2;pl,ERR_SRC_SLOT_ERROR
erquickst,erquickte,0_10,V;IND;PRS;2;SG,0_4,V;SBJV;PST;1;SG,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
wärest,wäret,0_2,V;SBJV;PRS;2;SG,0_9,V;SBJV;PRS;2;PL,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
Sei,Seite,0_12,N;NOM;SG,0_4,V;SBJV;PST;1;SG,verb;imp;sg - verb;prs;p1;sg - verb;prs;p3;sg,n;f;sg;nom - n;f;sg;gen - n;f;sg;dat - n;f;sg;acc - n;f;sg;cmp;compound-only-L - n;f;sg;nom;lower - n;f;sg;gen;lower - n;f;sg;dat;lower - n;f;sg;acc;lower - n;f;sg;nom;lower;compound-R - n;f;sg;gen;lower;compound-R - n;f;sg;dat;lower;compound-R - n;f;sg;acc;lower;compound-R - n;f;sg;lower;cmp;compound-only-L,ERR_TGT_SLOT_ERROR
aßet,aßen,0_9,V;SBJV;PRS;2;PL,0_0,N;DAT;PL,,,UNK_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR
maß,maßen,0_12,N;NOM;SG,0_0,N;DAT;PL,n;nt;sg;nom;lower - n;nt;sg;dat;lower - n;nt;sg;acc;lower - n;nt;sg;nom;lower;compound-R - n;nt;sg;dat;lower;compound-R - n;nt;sg;acc;lower;compound-R - n;nt;sg;lower;cmp;compound-only-L - verb;pii;p1;sg - verb;pii;p3;sg,n;nt;pl;dat;lower - n;nt;pl;dat;lower;compound-R - verb;pii;p1;pl - verb;pii;p3;pl,C
wünschte,wünschen,0_4,V;SBJV;PST;1;SG,0_0,N;DAT;PL,verb;pii;p1;sg - verb;pii;p3;sg - verb;pis;p1;sg - verb;pis;p3;sg,verb;inf - n;m;pl;dat;lower - verb;ger;nom - verb;ger;dat - verb;ger;acc - n;m;pl;dat;lower;compound-R - verb;pri;p1;pl - verb;pri;p3;pl - verb;prs;p1;pl - verb;prs;p3;pl,MAPPED_POS_PAIR_ERROR
meiste,meisten,0_3,V;SBJV;PRS;1;SG,0_0,N;DAT;PL,adj;sint;sup;m;sg;nom;sw - adj;sint;sup;m;pl;nom;st - adj;sint;sup;m;pl;acc;st - adj;sint;sup;f;sg;nom;st - adj;sint;sup;f;sg;nom;sw - adj;sint;sup;f;sg;nom;mix - adj;sint;sup;f;sg;acc;st - adj;sint;sup;f;sg;acc;sw - adj;sint;sup;f;sg;acc;mix - adj;sint;sup;f;pl;nom;st - adj;sint;sup;f;pl;acc;st - adj;sint;sup;nt;sg;nom;sw - adj;sint;sup;nt;sg;acc;sw,adj;sint;sup;attr - adj;sint;sup;pred - adj;sint;sup;m;sg;gen;st - adj;sint;sup;m;sg;gen;sw - adj;sint;sup;m;sg;gen;mix - adj;sint;sup;m;sg;dat;sw - adj;sint;sup;m;sg;dat;mix - adj;sint;sup;m;sg;acc;st - adj;sint;sup;m;sg;acc;sw - adj;sint;sup;m;sg;acc;mix - adj;sint;sup;m;pl;nom;sw - adj;sint;sup;m;pl;nom;mix - adj;sint;sup;m;pl;gen;sw - adj;sint;sup;m;pl;gen;mix - adj;sint;sup;m;pl;dat;st - adj;sint;sup;m;pl;dat;sw - adj;sint;sup;m;pl;dat;mix - adj;sint;sup;m;pl;acc;sw - adj;sint;sup;m;pl;acc;mix - adj;sint;sup;nt;sg;gen;st - adj;sint;sup;nt;sg;gen;sw - adj;sint;sup;nt;sg;gen;mix - adj;sint;sup;nt;sg;dat;sw - adj;sint;sup;nt;sg;dat;mix - adj;sint;sup;nt;pl;nom;sw - adj;sint;sup;nt;pl;nom;mix - adj;sint;sup;nt;pl;gen;sw - adj;sint;sup;nt;pl;gen;mix - adj;sint;sup;nt;pl;dat;sw - adj;sint;sup;nt;pl;dat;mix - adj;sint;sup;nt;pl;acc;sw - adj;sint;sup;nt;pl;acc;mix - adj;sint;sup;f;sg;gen;sw - adj;sint;sup;f;sg;gen;mix - adj;sint;sup;f;sg;dat;sw - adj;sint;sup;f;sg;dat;mix - adj;sint;sup;f;pl;nom;sw - adj;sint;sup;f;pl;nom;mix - adj;sint;sup;f;pl;gen;sw - adj;sint;sup;f;pl;gen;mix - adj;sint;sup;f;pl;dat;st - adj;sint;sup;f;pl;dat;sw - adj;sint;sup;f;pl;dat;mix - adj;sint;sup;f;pl;acc;sw - adj;sint;sup;f;pl;acc;mix,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
nahe,nahest,0_3,V;SBJV;PRS;1;SG,0_2,V;SBJV;PRS;2;SG,pr;dat - verb;pri;p1;sg - verb;prs;p1;sg - verb;prs;p3;sg - adj;sint;m;sg;nom;sw - adj;sint;m;pl;nom;st - adj;sint;m;pl;acc;st - adj;sint;f;sg;nom;st - adj;sint;f;sg;nom;sw - adj;sint;f;sg;nom;mix - adj;sint;f;sg;acc;st - adj;sint;f;sg;acc;sw - adj;sint;f;sg;acc;mix - adj;sint;f;pl;nom;st - adj;sint;f;pl;acc;st - adj;sint;nt;sg;nom;sw - adj;sint;nt;sg;acc;sw,verb;prs;p2;sg,C
gottesfürchtig,gottesfürchtiges,0_12,N;NOM;SG,0_8,ADJ;ACC;SG,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
unfruchtbare,unfruchtbar,0_3,V;SBJV;PRS;1;SG,0_12,N;NOM;SG,adj;sint;m;sg;nom;sw - adj;sint;m;pl;nom;st - adj;sint;m;pl;acc;st - adj;sint;f;sg;nom;st - adj;sint;f;sg;nom;sw - adj;sint;f;sg;nom;mix - adj;sint;f;sg;acc;st - adj;sint;f;sg;acc;sw - adj;sint;f;sg;acc;mix - adj;sint;f;pl;nom;st - adj;sint;f;pl;acc;st - adj;sint;nt;sg;nom;sw - adj;sint;nt;sg;acc;sw,adj;sint - adj;sint;attr - adj;sint;pred,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
