src word,tgt word,src slot,src msd,tgt slot,tgt msd,src apertium tags,tgt apertium tags,annotation
опреснокам,опресноков,2_11,N;DAT;PL,2_1,N;GEN;PL,n;m;nn;pl;dat - n;m;nn;pl;dat,n;m;nn;pl;gen - n;m;nn;pl;gen,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
скотами,скота,2_17,N;INS;PL,2_6,N;GEN;SG,n;m;aa;pl;ins - n;m;nn;pl;ins,n;m;aa;sg;gen - n;m;aa;sg;acc - n;m;nn;sg;gen,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
сказывать,сказывай,1_14,ADJ;GEN;FEM;SG,1_1,N;ACC;SG,verb;impf;tv;inf - verb;impf;iv;inf,verb;impf;tv;imp;p2;sg - verb;impf;iv;imp;p2;sg,SRC_SLOT_ERROR;TGT_SLOT_ERROR
пересказала,пересказали,2_6,N;GEN;SG,2_3,N;NOM;PL,verb;perf;tv;past;f;sg - verb;perf;iv;past;f;sg,verb;perf;tv;past;mfn;pl - verb;perf;iv;past;mfn;pl,SRC_SLOT_ERROR;TGT_SLOT_ERROR
воспрянут,воспряни,1_0,V;FUT;3;PL,1_22,N;ACC;PL,,,ERR_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;TGT_LEXICAL_ERROR
беззаконном,беззаконные,2_14,N;INS;SG,2_8,ADJ;ACC;PL,adj;sint;nt;an;sg;prp - adj;sint;m;an;sg;prp,adj;sint;mfn;an;pl;nom - adj;sint;mfn;nn;pl;acc,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
опустошить,опустошать,0_31,V;NFIN,0_22,DET;PL,verb;perf;tv;inf - verb;perf;iv;inf,verb;impf;tv;inf - verb;impf;iv;inf,PARADIGM_ERROR;TGT_SLOT_ERROR
десятое,десятый,2_15,ADJ;NOM;NEUT;SG,2_12,ADJ;ACC;MASC;SG,det;ord;nt;an;sg;nom - det;ord;nt;an;sg;acc,det;ord;m;an;sg;nom - det;ord;m;nn;sg;acc,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
считай,считать,1_1,N;ACC;SG,1_14,ADJ;GEN;FEM;SG,verb;impf;tv;imp;p2;sg - verb;impf;iv;imp;p2;sg - verb;perf;tv;imp;p2;sg - verb;perf;iv;imp;p2;sg,verb;impf;tv;inf - verb;impf;iv;inf - verb;perf;tv;inf - verb;perf;iv;inf,SRC_SLOT_ERROR;TGT_SLOT_ERROR
блаженный,блажен,0_12,ADJ;NOM;MASC;SG,0_26,PRN;INS;3;SG,n;m;aa;sg;nom - adj;sint;m;an;sg;nom - adj;sint;m;nn;sg;acc,adj;sint;short;m;sg,ERR_TGT_SLOT_ERROR
Ефес,Ефесе,2_18,N;NOM;SG,2_0,N;ESS;SG,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
разрушу,разрушения,0_23,V;FUT;1;SG,0_11,DET;ACC;PL,verb;perf;tv;fut;p1;sg - verb;perf;iv;fut;p1;sg,n;nt;nn;sg;gen - n;nt;nn;pl;nom - n;nt;nn;pl;acc,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
колен,колене,2_18,N;NOM;SG,2_0,N;ESS;SG,n;nt;nn;pl;gen,n;nt;nn;sg;prp,ERR_SRC_SLOT_ERROR
посылают,посылаешь,1_0,V;FUT;3;PL,1_23,V;PRS;2;SG,verb;impf;tv;pres;p3;pl - verb;impf;iv;pres;p3;pl,verb;impf;tv;pres;p2;sg - verb;impf;iv;pres;p2;sg,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
дому,домы,2_19,N;DAT;SG,2_3,N;NOM;PL,,,ERR_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;TGT_LEXICAL_ERROR
важною,важном,2_4,ADJ;INS;FEM;SG,2_14,N;INS;SG,adj;sint;f;an;sg;ins,adj;sint;nt;an;sg;prp - adj;sint;m;an;sg;prp,ERR_TGT_SLOT_ERROR
прости,прости,0_1,V;IMP;2;SG,0_1,V;IMP;2;SG,verb;perf;tv;imp;p2;sg - verb;perf;iv;imp;p2;sg,verb;perf;tv;imp;p2;sg - verb;perf;iv;imp;p2;sg,C
сотвори,сотворения,0_1,V;IMP;2;SG,0_11,DET;ACC;PL,verb;perf;tv;imp;p2;sg - verb;perf;iv;imp;p2;sg,n;nt;nn;sg;gen - n;nt;nn;pl;nom - n;nt;nn;pl;acc,ERR_TGT_SLOT_ERROR
безднах,бездны,2_10,N;ESS;PL,2_3,N;NOM;PL,n;f;nn;pl;prp,n;f;nn;pl;nom - n;f;nn;pl;acc - n;f;nn;sg;gen,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
называемых,называемое,2_1,N;GEN;PL,2_15,ADJ;NOM;NEUT;SG,verb;impf;tv;pprs;pasv;mfn;an;pl;gen - verb;impf;tv;pprs;pasv;mfn;an;pl;prp - verb;impf;tv;pprs;pasv;mfn;aa;pl;acc,verb;impf;tv;pprs;pasv;nt;an;sg;nom - verb;impf;tv;pprs;pasv;nt;an;sg;acc,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
отпустили,отпустит,0_0,V;PST;PL,0_16,V;FUT;3;SG,verb;perf;tv;past;mfn;pl - verb;perf;iv;past;mfn;pl,verb;perf;tv;fut;p3;sg - verb;perf;iv;fut;p3;sg,ERR_TGT_SLOT_ERROR
воздали,воздают,1_6,V.CVB,1_0,V;FUT;3;PL,verb;perf;tv;past;mfn;pl - verb;perf;iv;past;mfn;pl,verb;impf;tv;pres;p3;pl - verb;impf;iv;pres;p3;pl,ERR_TGT_SLOT_ERROR
гнезда,гнезда,0_13,PRN;NOM;SG,0_13,PRN;NOM;SG,n;nt;nn;sg;gen - n;nt;nn;pl;acc - n;nt;nn;pl;nom,n;nt;nn;sg;gen - n;nt;nn;pl;acc - n;nt;nn;pl;nom,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
молчать,молчи,0_22,DET;PL,0_1,V;IMP;2;SG,verb;impf;iv;inf,verb;impf;iv;imp;p2;sg,ERR_TGT_SLOT_ERROR
обильным,обильный,2_16,ADJ;INS;MASC;SG,2_12,ADJ;ACC;MASC;SG,adj;sint;m;an;sg;ins - adj;sint;nt;an;sg;ins - adj;sint;mfn;an;pl;dat,adj;sint;m;an;sg;nom - adj;sint;m;nn;sg;acc,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
сберегают,сберегает,0_2,PRN;ACC;3;SG,0_14,PRN;DAT;2;SG,verb;impf;tv;pres;p3;pl - verb;impf;iv;pres;p3;pl,verb;impf;tv;pres;p3;sg - verb;impf;iv;pres;p3;sg,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
поручили,поручиться,0_0,V;PST;PL,0_20,PRN;2;SG,verb;perf;tv;past;mfn;pl - verb;perf;iv;past;mfn;pl,verb;perf;iv;inf,PARADIGM_ERROR;TGT_SLOT_ERROR
сказывайте,сказывает,1_5,V;IMP;2;PL,1_3,V;PRS;3;SG,verb;impf;tv;imp;p2;pl - verb;impf;iv;imp;p2;pl,verb;impf;tv;pres;p3;sg - verb;impf;iv;pres;p3;sg,ERR_TGT_SLOT_ERROR
тверда,твердую,2_6,N;GEN;SG,2_13,ADJ;ACC;FEM;SG,adj;sint;short;f;sg - adj;sint;short;f;sg,adj;sint;f;an;sg;acc - adj;sint;f;nn;sg;acc - adj;sint;f;an;sg;acc - adj;sint;f;nn;sg;acc,SRC_SLOT_ERROR
пробыл,пробыла,1_4,ADJ;MASC;SG;LGSPEC1,1_16,ADJ;FEM;SG;LGSPEC1,verb;perf;iv;past;m;sg - verb;perf;iv;past;m;sg;fac,verb;perf;iv;past;f;sg - verb;perf;iv;past;f;sg;fac,SRC_SLOT_ERROR;TGT_SLOT_ERROR
глав,глав,0_26,PRN;INS;3;SG,0_26,PRN;INS;3;SG,n;m;aa;pl;gen - n;m;aa;pl;acc - n;f;nn;pl;gen - n;f;nn;pl;gen,n;m;aa;pl;gen - n;m;aa;pl;acc - n;f;nn;pl;gen - n;f;nn;pl;gen,SRC_SLOT_ERROR;TGT_SLOT_ERROR
смерти,смерти,0_1,V;IMP;2;SG,0_1,V;IMP;2;SG,n;f;nn;sg;gen - n;f;nn;sg;dat - n;f;nn;sg;prp - n;f;nn;pl;nom - n;f;nn;pl;acc,n;f;nn;sg;gen - n;f;nn;sg;dat - n;f;nn;sg;prp - n;f;nn;pl;nom - n;f;nn;pl;acc,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
смеется,смеем,1_12,PRN;NOM;2;SG,1_13,V;PRS;1;PL,verb;impf;iv;pres;p3;sg,verb;impf;iv;pres;p1;pl,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
выступит,выступал,0_16,V;FUT;3;SG,0_4,PRN;NOM;3;SG,verb;perf;iv;fut;p3;sg,verb;impf;iv;past;m;sg,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
ночных,ночное,0_19,ADJ;ESS;PL,0_3,ADJ;ACC;NEUT;SG,n;nt;nn;pl;prp - n;nt;nn;pl;gen - adj;sint;mfn;an;pl;gen - adj;sint;mfn;an;pl;prp - adj;sint;mfn;aa;pl;acc,n;nt;nn;sg;acc - n;nt;nn;sg;nom - adj;sint;nt;an;sg;nom - adj;sint;nt;an;sg;acc,C
вид,виду,0_26,PRN;INS;3;SG,0_23,V;FUT;1;SG,n;m;nn;sg;nom - n;m;nn;sg;acc,n;m;nn;sg;dat,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
поношении,поношений,1_22,N;ACC;PL,1_1,N;ACC;SG,n;nt;nn;sg;prp,n;nt;nn;pl;gen,ERR_TGT_SLOT_ERROR
исторгнута,исторгнутая,2_6,N;GEN;SG,2_9,ADJ;NOM;FEM;SG,verb;perf;tv;pp;pasv;short;f;sg,verb;perf;tv;pp;pasv;f;an;sg;nom,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
расширить,расширишь,0_31,V;NFIN,0_15,V;FUT;2;SG,verb;perf;tv;inf - verb;perf;iv;inf,verb;perf;tv;fut;p2;sg - verb;perf;iv;fut;p2;sg,ERR_TGT_SLOT_ERROR
костях,костей,1_9,V;2;PL,1_18,DET;DAT;SG,n;f;nn;pl;prp - n;f;nn;pl;prp,n;f;nn;pl;gen - n;f;nn;pl;gen,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
подобным,подобный,0_28,ADJ;INS;NEUT;SG,0_12,ADJ;NOM;MASC;SG,adj;sint;m;an;sg;ins - adj;sint;nt;an;sg;ins - adj;sint;mfn;an;pl;dat,adj;sint;m;an;sg;nom - adj;sint;m;nn;sg;acc,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
искушаем,искушал,1_13,V;PRS;1;PL,1_4,ADJ;MASC;SG;LGSPEC1,verb;impf;tv;pres;p1;pl - verb;impf;iv;pres;p1;pl - verb;impf;tv;pprs;pasv;short;m;sg,verb;impf;tv;past;m;sg - verb;impf;iv;past;m;sg,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
искусных,искусные,0_19,ADJ;ESS;PL,0_21,ADJ;NOM;PL,adj;sint;mfn;an;pl;gen - adj;sint;mfn;an;pl;prp - adj;sint;mfn;aa;pl;acc,adj;sint;mfn;an;pl;nom - adj;sint;mfn;nn;pl;acc,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
разбивал,разбивая,1_4,ADJ;MASC;SG;LGSPEC1,1_20,V.CVB;PRS,verb;impf;tv;past;m;sg - verb;impf;iv;past;m;sg,verb;impf;tv;pprs;adv - verb;impf;iv;pprs;adv,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
пьют,пьем,1_0,V;FUT;3;PL,1_13,V;PRS;1;PL,verb;impf;tv;pres;p3;pl - verb;impf;iv;pres;p3;pl,verb;impf;tv;pres;p1;pl - verb;impf;iv;pres;p1;pl,ERR_SRC_SLOT_ERROR
повел,повелении,0_26,PRN;INS;3;SG,0_5,PRN;PL,verb;perf;tv;past;m;sg - verb;perf;iv;past;m;sg,n;nt;nn;sg;prp,ERR_SRC_SLOT_ERROR
решите,решения,0_6,V;FUT;2;PL,0_11,DET;ACC;PL,verb;perf;tv;fut;p2;pl - verb;perf;tv;imp;p2;pl - verb;perf;iv;fut;p2;pl - verb;perf;iv;imp;p2;pl,n;nt;nn;sg;gen - n;nt;nn;pl;nom - n;nt;nn;pl;acc,ERR_TGT_SLOT_ERROR
почетных,почетного,2_1,N;GEN;PL,2_7,ADJ;GEN;MASC;SG,adj;sint;mfn;an;pl;gen - adj;sint;mfn;an;pl;prp - adj;sint;mfn;aa;pl;acc - adj;sint;mfn;an;pl;gen - adj;sint;mfn;an;pl;prp - adj;sint;mfn;aa;pl;acc,adj;sint;nt;an;sg;gen - adj;sint;m;an;sg;gen - adj;sint;m;aa;sg;acc - adj;sint;nt;an;sg;gen - adj;sint;m;an;sg;gen - adj;sint;m;aa;sg;acc,SRC_SLOT_ERROR
тяжбам,тяжба,2_11,N;DAT;PL,2_6,N;GEN;SG,n;f;nn;pl;dat,n;f;nn;sg;nom,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
ареопаг,ареопага,2_18,N;NOM;SG,2_6,N;GEN;SG,n;m;nn;sg;nom - n;m;nn;sg;acc,n;m;nn;sg;gen,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
носил,носят,0_4,PRN;NOM;3;SG,0_29,V;PRS;3;PL,verb;impf;tv;past;m;sg - verb;impf;iv;past;m;sg,verb;impf;tv;pres;p3;pl - verb;impf;iv;pres;p3;pl,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
затрубит,затрубят,0_16,V;FUT;3;SG,0_29,V;PRS;3;PL,verb;perf;tv;fut;p3;sg - verb;perf;iv;fut;p3;sg,verb;perf;tv;fut;p3;pl - verb;perf;iv;fut;p3;pl,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
дней,дне,1_18,DET;DAT;SG,1_10,DET;NOM;SG,n;m;nn;pl;gen,n;nt;nn;sg;prp - n;m;nn;sg;prp,ERR_SRC_SLOT_ERROR
советы,советую,2_3,N;NOM;PL,2_13,ADJ;ACC;FEM;SG,n;m;nn;pl;nom - n;m;nn;pl;acc,verb;impf;iv;pres;p1;sg,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
пришельца,пришельцами,2_6,N;GEN;SG,2_17,N;INS;PL,n;m;aa;sg;acc - n;m;aa;sg;gen,n;m;aa;pl;ins,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
дубрава,дубраву,2_6,N;GEN;SG,2_19,N;DAT;SG,n;f;nn;sg;nom,n;f;nn;sg;acc,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
закона,закону,0_13,PRN;NOM;SG,0_23,V;FUT;1;SG,n;m;nn;sg;gen,n;m;nn;sg;dat,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
первой,первом,2_2,ADJ;ESS;FEM;SG,2_14,N;INS;SG,det;ord;f;an;sg;gen - det;ord;f;an;sg;dat - det;ord;f;an;sg;prp - det;ord;f;an;sg;ins,n;nt;nn;sg;prp - det;ord;nt;an;sg;prp - det;ord;m;an;sg;prp,ERR_SRC_SLOT_ERROR
город,городами,2_18,N;NOM;SG,2_17,N;INS;PL,n;m;nn;sg;nom - n;m;nn;sg;acc,n;m;nn;pl;ins,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
сотворим,сотворились,0_17,V;IMP;1;PL,0_25,PRN;DAT;SG,verb;perf;tv;fut;p1;pl - verb;perf;tv;imp;p1;pl - verb;perf;iv;fut;p1;pl - verb;perf;iv;imp;p1;pl,verb;perf;iv;past;mfn;pl,ERR_SRC_SLOT_ERROR
жезла,жезлы,2_6,N;GEN;SG,2_3,N;NOM;PL,n;m;nn;sg;gen,n;m;nn;pl;nom - n;m;nn;pl;acc,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
плод,плод,0_26,PRN;INS;3;SG,0_26,PRN;INS;3;SG,n;m;nn;sg;nom - n;m;nn;sg;dat - n;m;nn;sg;acc,n;m;nn;sg;nom - n;m;nn;sg;dat - n;m;nn;sg;acc,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
вынимали,вынимать,1_6,V.CVB,1_14,ADJ;GEN;FEM;SG,verb;impf;tv;past;mfn;pl - verb;impf;iv;past;mfn;pl,verb;impf;tv;inf - verb;impf;iv;inf,SRC_SLOT_ERROR;TGT_SLOT_ERROR
ослах,ослу,2_10,N;ESS;PL,2_19,N;DAT;SG,n;m;aa;pl;prp,n;m;aa;sg;dat,ERR_TGT_SLOT_ERROR
бабка,бабке,2_6,N;GEN;SG,2_0,N;ESS;SG,n;f;aa;sg;nom,n;f;aa;sg;dat - n;f;aa;sg;prp,ERR_SRC_SLOT_ERROR
явиться,явились,0_20,PRN;2;SG,0_25,PRN;DAT;SG,verb;perf;iv;inf,verb;perf;iv;past;mfn;pl,SRC_SLOT_ERROR;TGT_SLOT_ERROR
кожаный,кожаные,2_12,ADJ;ACC;MASC;SG,2_8,ADJ;ACC;PL,adj;sint;m;an;sg;nom - adj;sint;m;nn;sg;acc,adj;sint;mfn;an;pl;nom - adj;sint;mfn;nn;pl;acc,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
зовут,зов,1_0,V;FUT;3;PL,1_1,N;ACC;SG,verb;impf;tv;pres;p3;pl - verb;impf;iv;pres;p3;pl,n;m;nn;sg;nom - n;m;nn;sg;dat - n;m;nn;sg;acc,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
считаем,считается,1_13,V;PRS;1;PL,1_12,PRN;NOM;2;SG,verb;impf;tv;pres;p1;pl - verb;impf;iv;pres;p1;pl - verb;perf;tv;fut;p1;pl - verb;perf;tv;imp;p1;pl - verb;perf;iv;fut;p1;pl - verb;perf;iv;imp;p1;pl - verb;impf;tv;pprs;pasv;short;m;sg,verb;impf;iv;pres;p3;sg - verb;impf;tv;pres;p3;sg;pass,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
превращать,превращает,0_22,DET;PL,0_14,PRN;DAT;2;SG,verb;impf;tv;inf - verb;impf;iv;inf,verb;impf;tv;pres;p3;sg - verb;impf;iv;pres;p3;sg,ERR_TGT_SLOT_ERROR
восстановит,восстановили,0_16,V;FUT;3;SG,0_0,V;PST;PL,verb;perf;tv;fut;p3;sg - verb;perf;iv;fut;p3;sg,verb;perf;tv;past;mfn;pl - verb;perf;iv;past;mfn;pl,ERR_SRC_SLOT_ERROR
соединить,соединения,0_31,V;NFIN,0_11,DET;ACC;PL,verb;perf;tv;inf - verb;perf;iv;inf,n;nt;nn;sg;gen - n;nt;nn;pl;nom - n;nt;nn;pl;acc,ERR_TGT_SLOT_ERROR
приобретал,приобретать,0_4,PRN;NOM;3;SG,0_22,DET;PL,verb;impf;tv;past;m;sg - verb;impf;iv;past;m;sg,verb;impf;tv;inf - verb;impf;iv;inf,ERR_SRC_SLOT_ERROR
зрелый,зрелом,2_12,ADJ;ACC;MASC;SG,2_14,N;INS;SG,adj;sint;m;an;sg;nom - adj;sint;m;nn;sg;acc,adj;sint;nt;an;sg;prp - adj;sint;m;an;sg;prp,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
отважен,отважного,0_24,V.PTCP;PASS;PST,0_10,ADJ;GEN;NEUT;SG,adj;sint;short;m;sg - verb;perf;tv;pp;pasv;short;m;sg,adj;sint;nt;an;sg;gen - adj;sint;m;an;sg;gen - adj;sint;m;aa;sg;acc,ERR_TGT_SLOT_ERROR
Иефер,Иеферова,2_18,N;NOM;SG,2_5,PRN;ACC;SG,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
белого,белый,2_7,ADJ;GEN;MASC;SG,2_12,ADJ;ACC;MASC;SG,n;m;aa;sg;acc - n;m;aa;sg;gen - adj;sint;nt;an;sg;gen - adj;sint;m;an;sg;gen - adj;sint;m;aa;sg;acc,n;m;aa;sg;nom - adj;sint;m;an;sg;nom - adj;sint;m;nn;sg;acc,C
поспешите,поспешал,0_6,V;FUT;2;PL,0_4,PRN;NOM;3;SG,verb;perf;iv;fut;p2;pl - verb;perf;iv;imp;p2;pl,verb;impf;iv;past;m;sg,ERR_TGT_SLOT_ERROR
взят,взят,2_18,N;NOM;SG,2_18,N;NOM;SG,verb;perf;tv;pp;pasv;short;m;sg,verb;perf;tv;pp;pasv;short;m;sg,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
ежедневная,ежедневных,2_9,ADJ;NOM;FEM;SG,2_1,N;GEN;PL,adj;sint;f;an;sg;nom,adj;sint;mfn;an;pl;gen - adj;sint;mfn;an;pl;prp - adj;sint;mfn;aa;pl;acc,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
опустелых,опустелым,2_1,N;GEN;PL,2_16,ADJ;INS;MASC;SG,adj;sint;mfn;an;pl;gen - adj;sint;mfn;an;pl;prp - adj;sint;mfn;aa;pl;acc,adj;sint;m;an;sg;ins - adj;sint;nt;an;sg;ins - adj;sint;mfn;an;pl;dat,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
прокаженных,прокаженным,0_19,ADJ;ESS;PL,0_28,ADJ;INS;NEUT;SG,n;m;aa;pl;acc - n;m;aa;pl;gen - n;m;aa;pl;prp - n;f;aa;pl;acc - n;f;aa;pl;gen - n;f;aa;pl;prp - verb;perf;tv;pp;pasv;mfn;an;pl;gen - verb;perf;tv;pp;pasv;mfn;an;pl;prp - verb;perf;tv;pp;pasv;mfn;aa;pl;acc,n;m;aa;sg;ins - n;m;aa;pl;dat - n;f;aa;pl;dat - verb;perf;tv;pp;pasv;m;an;sg;ins - verb;perf;tv;pp;pasv;nt;an;sg;ins - verb;perf;tv;pp;pasv;mfn;an;pl;dat,SRC_SLOT_ERROR;TGT_SLOT_ERROR
молитвам,молитва,2_11,N;DAT;PL,2_6,N;GEN;SG,n;f;nn;pl;dat,n;f;nn;sg;nom,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
подражая,подражает,1_20,V.CVB;PRS,1_3,V;PRS;3;SG,verb;impf;iv;pprs;adv,verb;impf;iv;pres;p3;sg,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
разрушить,разрушает,0_31,V;NFIN,0_14,PRN;DAT;2;SG,verb;perf;tv;inf - verb;perf;iv;inf,verb;impf;tv;pres;p3;sg - verb;impf;iv;pres;p3;sg,ERR_TGT_SLOT_ERROR
север,северные,0_26,PRN;INS;3;SG,0_21,ADJ;NOM;PL,n;m;nn;sg;nom - n;m;nn;sg;dat - n;m;nn;sg;acc,adj;sint;mfn;an;pl;nom - adj;sint;mfn;nn;pl;acc,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
покрывая,покрывающий,1_20,V.CVB;PRS,1_21,V.PTCP;ACT;PRS,verb;impf;tv;pprs;adv - verb;impf;iv;pprs;adv,verb;impf;tv;pprs;actv;m;an;sg;nom - verb;impf;tv;pprs;actv;m;nn;sg;acc - verb;impf;iv;pprs;actv;m;an;sg;nom - verb;impf;iv;pprs;actv;m;nn;sg;acc,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
лизали,лизать,1_6,V.CVB,1_14,ADJ;GEN;FEM;SG,verb;impf;tv;past;mfn;pl - verb;impf;iv;past;mfn;pl,verb;impf;tv;inf - verb;impf;iv;inf,SRC_SLOT_ERROR;TGT_SLOT_ERROR
находить,находиться,0_31,V;NFIN,0_20,PRN;2;SG,verb;impf;iv;inf - verb;perf;tv;inf - verb;perf;iv;inf - verb;impf;tv;inf - verb;impf;iv;inf,verb;impf;tv;inf;pass - verb;perf;iv;inf - verb;impf;iv;inf,TGT_SLOT_ERROR
севера,северным,0_13,PRN;NOM;SG,0_28,ADJ;INS;NEUT;SG,n;m;nn;sg;gen,adj;sint;m;an;sg;ins - adj;sint;nt;an;sg;ins - adj;sint;mfn;an;pl;dat,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
грех,грехов,2_18,N;NOM;SG,2_1,N;GEN;PL,n;m;nn;sg;nom - n;m;nn;sg;acc,n;m;nn;pl;gen,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
надзирателя,надзирателями,1_20,V.CVB;PRS,1_7,NUM;ACC;SG,n;m;aa;sg;gen - n;m;aa;sg;acc,n;m;aa;pl;ins,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
умысле,умыслы,2_0,N;ESS;SG,2_3,N;NOM;PL,n;m;nn;sg;prp,n;m;nn;pl;nom - n;m;nn;pl;acc,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
Евреи,Еврея,1_22,N;ACC;PL,1_20,V.CVB;PRS,n;m;aa;pl;nom,n;m;aa;sg;gen - n;m;aa;sg;acc,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
равняется,равняешь,1_12,PRN;NOM;2;SG,1_23,V;PRS;2;SG,verb;impf;iv;pres;p3;sg - verb;impf;tv;pres;p3;sg;pass,verb;impf;tv;pres;p2;sg - verb;impf;iv;pres;p2;sg,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
раздавали,раздавит,0_0,V;PST;PL,0_16,V;FUT;3;SG,verb;impf;tv;past;mfn;pl - verb;impf;iv;past;mfn;pl,verb;perf;tv;fut;p3;sg - verb;perf;iv;fut;p3;sg,ERR_TGT_SLOT_ERROR
сохрани,сохранение,0_1,V;IMP;2;SG,0_7,PRN;INS;PL,verb;perf;tv;imp;p2;sg - verb;perf;iv;imp;p2;sg,n;nt;nn;sg;nom - n;nt;nn;sg;acc,ERR_TGT_SLOT_ERROR
кадят,кадила,0_29,V;PRS;3;PL,0_9,V;PST;SG;FEM,verb;impf;tv;pres;p3;pl - verb;impf;iv;pres;p3;pl,n;nt;nn;sg;gen - n;nt;nn;pl;nom - n;nt;nn;pl;acc - verb;impf;tv;past;f;sg - verb;impf;iv;past;f;sg,ERR_SRC_SLOT_ERROR
очистились,очистив,0_25,PRN;DAT;SG,0_30,V.CVB;PST,verb;perf;iv;past;mfn;pl,verb;perf;tv;pp;adv - verb;perf;iv;pp;adv,ERR_TGT_SLOT_ERROR
Изреели,Изреель,1_22,N;ACC;PL,1_1,N;ACC;SG,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
чистые,чистая,2_8,ADJ;ACC;PL,2_9,ADJ;NOM;FEM;SG,adj;sint;mfn;an;pl;nom - adj;sint;mfn;nn;pl;acc,adj;sint;f;an;sg;nom,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
летал,летят,0_4,PRN;NOM;3;SG,0_29,V;PRS;3;PL,verb;impf;iv;past;m;sg,verb;impf;iv;pres;p3;pl,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
внутренние,внутренний,1_10,DET;NOM;SG,1_1,N;ACC;SG,adj;sint;mfn;an;pl;nom - adj;sint;mfn;nn;pl;acc,adj;sint;m;an;sg;nom - adj;sint;m;nn;sg;acc,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
