src word,tgt word,src slot,src predicted MSD,tgt slot,tgt predicted MSD,src apertium tags,tgt apertium tags,annotation
juutalaisia,juutalaisilla,1_21,N;PRT;PL,1_19,N;AT+ESS;PL,adj;pst;pl;par - n;pl;par,adj;pst;pl;ade - n;pl;ade,C
kauttamme,kauttasi,0_10,V;ACT;PRS;POS;IND;1;PL,0_19,V;ACT;PRS;POS;COND,n;sg;par;px1pl - post;px1pl,n;sg;par;px2sg - post;px2sg,SRC_SLOT_ERROR;TGT_SLOT_ERROR
viiniköynnökseni,viiniköynnökset,0_16,N;GEN;SG,0_13,ADJ;NOM;PL,n;pl;nom;px1sg - n;sg;gen;px1sg - n;sg;nom;px1sg,n;pl;nom,ERR_TGT_SLOT_ERROR
katui,katuneet,1_4,V;ACT;PST;POS;IND;3;SG,1_12,V.PTCP;ACT;PST,verb;actv;past;p3;sg,verb;actv;past;pl;conneg - verb;actv;pp;pst;pl;nom,MAPPED_POS_PAIR_ERROR
katsota,katsoi,1_1,V;NFIN,1_4,V;ACT;PST;POS;IND;3;SG,verb;pasv;pri;impers;conneg,verb;actv;past;p3;sg,SRC_SLOT_ERROR
päällysmiehiksi,päällysmiehille,0_2,ADJ;TRANS;SG,0_6,N;AT+ALL;SG,n;pl;tra,n;pl;all,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
puhuu,puhutte,1_0,V;ACT;PRS;POS;IND;3;SG,1_23,V;ACT;PRS;POS;IND;2;PL,verb;actv;pri;p3;sg,verb;actv;pri;p2;pl,C
perintömaasta,perintömaasi,0_17,N;IN+ABL;SG,0_19,V;ACT;PRS;POS;COND,n;cmp;n;sg;ela - n;sg;nom;cmp;n;sg;ela,n;cmp;n;pl;nom;px2sg - n;cmp;n;sg;gen;px2sg - n;cmp;n;sg;nom;px2sg - n;sg;nom;cmp;n;pl;nom;px2sg - n;sg;nom;cmp;n;sg;gen;px2sg - n;sg;nom;cmp;n;sg;nom;px2sg,ERR_SRC_SLOT_ERROR
sisemmät,sisemmän,0_13,ADJ;NOM;PL,0_0,V;ACT;PRS;POS;IND;1;SG,adj;pst;pl;nom,adj;pst;sg;gen,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
kaikella,kaikeksi,0_18,N;AT+ESS;SG,0_2,ADJ;TRANS;SG,prn;sg;ade,prn;sg;tra,SRC_POS_ERROR TGT_POS_ERROR;SRC_SLOT_ERROR;TGT_SLOT_ERROR
kaistan,kaistaan,0_0,V;ACT;PRS;POS;IND;1;SG,0_9,N;IN+ALL;SG,n;sg;gen,n;sg;ill,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
ajako,ajaneet,1_6,V;ACT;PRS;POS;IMP,1_12,V.PTCP;ACT;PST,verb;actv;imp;conneg,verb;actv;past;pl;conneg - verb;actv;pp;pst;pl;nom,MAPPED_POS_PAIR_ERROR
tarkastakaa,tarkastavat,1_22,V;ACT;PRS;POS;IMP;2;PL,1_16,V;ACT;PRS;POS;IND;3;PL,verb;actv;imp;p2;pl,verb;actv;pprs;pst;pl;nom - verb;actv;pri;p3;pl,C
vaeltavat,vaeltava,1_16,V;ACT;PRS;POS;IND;3;PL,1_2,V.PTCP;ACT;PRS,verb;actv;pprs;pst;pl;nom - verb;actv;pri;p3;pl - adj;pst;pl;nom,verb;actv;pprs;pst;sg;nom - adj;pst;sg;nom,MAPPED_POS_PAIR_ERROR
tilassa,tilansa,0_7,N;IN+ESS;SG,0_12,N;NOM;PL,n;sg;ine,n;pl;nom;px3sp - n;sg;gen;px3sp - n;sg;nom;px3sp,ERR_SRC_SLOT_ERROR
noomilla,noomille,0_18,N;AT+ESS;SG,0_6,N;AT+ALL;SG,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
oikeista,oikeille,1_14,N;IN+ABL;PL,1_15,N;AT+ALL;PL,adj;pst;pl;ela - n;pl;ela - adj;pst;pl;ela - n;pl;ela,adj;pst;pl;all - n;pl;all - adj;pst;pl;all - n;pl;all,C
lankeavat,lankeamaan,1_16,V;ACT;PRS;POS;IND;3;PL,1_18,V;IN+ALL;SG,verb;actv;pprs;pst;pl;nom - verb;actv;pri;p3;pl,verb;actv;infma;sg;ill - verb;agent;pst;sg;ill,C
asumuksen,asumukseksi,0_0,V;ACT;PRS;POS;IND;1;SG,0_2,ADJ;TRANS;SG,n;sg;gen,n;sg;tra,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
ruumiimme,ruumiinsa,0_10,V;ACT;PRS;POS;IND;1;PL,0_12,N;NOM;PL,n;pl;ill;px1pl - n;pl;nom;px1pl - n;sg;gen;px1pl - n;sg;nom;px1pl,n;pl;ill;px3sp - n;pl;nom;px3sp - n;sg;gen;px3sp - n;sg;nom;px3sp,SRC_SLOT_ERROR
peto,petoa,0_1,ADJ;NOM;SG,0_3,N;PRT;SG,n;sg;nom,n;sg;par,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
tuntevat,tuntenut,1_16,V;ACT;PRS;POS;IND;3;PL,1_7,V;ACT;PST;POS;IND;SG,verb;actv;pprs;pst;pl;nom - verb;actv;pri;p3;pl - adj;pst;pl;nom,verb;actv;past;sg;conneg - verb;actv;pp;pst;sg;nom,C
jeftasta,jeftaan,0_17,N;IN+ABL;SG,0_9,N;IN+ALL;SG,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
vahingoittaa,vahingoittava,1_1,V;NFIN,1_2,V.PTCP;ACT;PRS,verb;actv;infa;pl;lat - verb;actv;infa;sg;lat - verb;actv;pri;p3;sg,verb;actv;pprs;pst;sg;nom,MAPPED_POS_PAIR_ERROR
tuonut,tuoneet,1_7,V;ACT;PST;POS;IND;SG,1_12,V.PTCP;ACT;PST,verb;actv;past;sg;conneg - verb;actv;pp;pst;sg;nom,verb;actv;past;pl;conneg - verb;actv;pp;pst;pl;nom,MAPPED_POS_PAIR_ERROR
hevosille,hevosia,1_15,N;AT+ALL;PL,1_21,N;PRT;PL,n;pl;all,n;pl;par,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
vieraalla,vieraat,0_18,N;AT+ESS;SG,0_13,ADJ;NOM;PL,adj;pst;sg;ade - n;sg;ade,adj;pst;pl;nom - n;pl;nom,ERR_SRC_SLOT_ERROR
ojentaen,ojentaisi,1_10,V;ACT;INS;SG,1_13,V;ACT;PRS;POS;COND;3;SG,verb;actv;infe;sg;ins,verb;actv;cni;conneg - verb;actv;cni;p3;sg,C
toolan,toola,0_0,V;ACT;PRS;POS;IND;1;SG,0_1,ADJ;NOM;SG,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
kohtalomme,kohtalon,0_10,V;ACT;PRS;POS;IND;1;PL,0_0,V;ACT;PRS;POS;IND;1;SG,n;pl;nom;px1pl - n;sg;gen;px1pl - n;sg;nom;px1pl,n;sg;gen,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
astua,astukoon,1_1,V;NFIN,1_17,V;ACT;PRS;POS;IMP;3;SG,verb;actv;infa;pl;lat - verb;actv;infa;sg;lat,verb;actv;imp;p3;sg,C
hoitakoot,hoitavat,1_20,V;ACT;PRS;POS;IMP;3;PL,1_16,V;ACT;PRS;POS;IND;3;PL,verb;actv;imp;p3;pl,verb;actv;pprs;pst;pl;nom - verb;actv;pri;p3;pl - n;pl;nom,C
syntivelkasi,syntivelkaa,0_19,V;ACT;PRS;POS;COND,0_3,N;PRT;SG,n;pl;nom;px2sg - n;sg;gen;px2sg - n;sg;nom;px2sg,n;sg;par,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
luokaa,luoneet,1_22,V;ACT;PRS;POS;IMP;2;PL,1_12,V.PTCP;ACT;PST,verb;actv;imp;p2;pl,verb;actv;past;pl;conneg - verb;actv;pp;pst;pl;nom - adj;pst;pl;nom,MAPPED_POS_PAIR_ERROR
vanhurskaasta,vanhurskaani,0_17,N;IN+ABL;SG,0_16,N;GEN;SG,adj;pst;sg;ela,adj;pst;pl;nom;px1sg - adj;pst;sg;gen;px1sg - adj;pst;sg;nom;px1sg,ERR_SRC_SLOT_ERROR
vaatia,vaatien,1_1,V;NFIN,1_10,V;ACT;INS;SG,verb;actv;infa;pl;lat - verb;actv;infa;sg;lat,verb;actv;infe;sg;ins,C
varmat,varman,0_13,ADJ;NOM;PL,0_0,V;ACT;PRS;POS;IND;1;SG,adj;pst;pl;nom - n;pl;nom,adj;pst;sg;gen - n;sg;gen,ERR_TGT_SLOT_ERROR
oikeudeksi,oikeuden,0_2,ADJ;TRANS;SG,0_0,V;ACT;PRS;POS;IND;1;SG,n;sg;tra,n;sg;gen,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
kokoontuu,kokoontuen,1_0,V;ACT;PRS;POS;IND;3;SG,1_10,V;ACT;INS;SG,verb;actv;pri;p3;sg,verb;actv;infe;sg;ins,C
liitossa,liitosta,0_7,N;IN+ESS;SG,0_17,N;IN+ABL;SG,n;sg;ine,n;sg;par - verb;actv;imp;p2;sg - verb;actv;pri;conneg - n;sg;ela,ERR_SRC_SLOT_ERROR
laulunne,lauluni,0_5,N;NOM;SG,0_16,N;GEN;SG,n;pl;nom;px2pl - n;sg;gen;px2pl - n;sg;nom;px2pl,n;pl;nom;px1sg - n;sg;gen;px1sg - n;sg;nom;px1sg,C
bosrasta,bosran,0_17,N;IN+ABL;SG,0_0,V;ACT;PRS;POS;IND;1;SG,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
alttarilla,alttarin,0_18,N;AT+ESS;SG,0_0,V;ACT;PRS;POS;IND;1;SG,n;sg;ade,n;sg;gen,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
nauhasi,nauhaa,0_19,V;ACT;PRS;POS;COND,0_3,N;PRT;SG,n;pl;nom;px2sg - n;sg;gen;px2sg - n;sg;nom;px2sg,n;sg;par,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
rahaksi,rahan,0_2,ADJ;TRANS;SG,0_0,V;ACT;PRS;POS;IND;1;SG,n;sg;tra,n;sg;gen,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
miniän,miniä,0_0,V;ACT;PRS;POS;IND;1;SG,0_1,ADJ;NOM;SG,n;sg;gen,n;acr;sg;par - n;sg;par - n;sg;nom - n;pl;par,ERR_SRC_SLOT_ERROR
sanansaattajan,sanansaattajani,0_0,V;ACT;PRS;POS;IND;1;SG,0_16,N;GEN;SG,n;sg;gen,n;pl;nom;px1sg - n;sg;gen;px1sg - n;sg;nom;px1sg,ERR_SRC_SLOT_ERROR
raavaan,raavas,0_9,N;IN+ALL;SG,0_1,ADJ;NOM;SG,adj;pst;sg;gen - n;sg;gen,adj;pst;sg;nom - n;sg;nom,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
esipihalta,esipihaan,0_11,N;AT+ABL;SG,0_9,N;IN+ALL;SG,n;sg;abl,n;sg;ill,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
olevia,oleville,0_3,N;PRT;SG,0_6,N;AT+ALL;SG,adj;pst;pl;par - vaux;actv;pprs;pst;pl;par - verb;actv;pprs;pst;pl;par,adj;pst;pl;all - vaux;actv;pprs;pst;pl;all - verb;actv;pprs;pst;pl;all,SRC_SLOT_ERROR;TGT_SLOT_ERROR
luota,luoneet,1_1,V;NFIN,1_12,V.PTCP;ACT;PST,n;sg;par - adv; - post; - verb;actv;imp;p2;sg - verb;actv;pri;conneg,verb;actv;past;pl;conneg - verb;actv;pp;pst;pl;nom - adj;pst;pl;nom,PARADIGM_ERROR;SRC_SLOT_ERROR
kuolet,kuolevat,1_9,V;ACT;PRS;POS;IND;2;SG,1_16,V;ACT;PRS;POS;IND;3;PL,verb;actv;pri;p2;sg,adj;pst;pl;nom - verb;actv;pprs;pst;pl;nom - verb;actv;pri;p3;pl,C
puhuivat,puhukoon,1_5,V;ACT;PST;POS;IND;3;PL,1_17,V;ACT;PRS;POS;IMP;3;SG,verb;actv;past;p3;pl,verb;actv;imp;p3;sg,C
rauhaan,rauhan,0_9,N;IN+ALL;SG,0_0,V;ACT;PRS;POS;IND;1;SG,n;sg;ill,n;sg;gen,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
palauttakoon,palauttaisi,1_17,V;ACT;PRS;POS;IMP;3;SG,1_13,V;ACT;PRS;POS;COND;3;SG,verb;actv;imp;p3;sg,verb;actv;cni;conneg - verb;actv;cni;p3;sg,C
kohtalonsa,kohtaloa,0_12,N;NOM;PL,0_3,N;PRT;SG,n;pl;nom;px3sp - n;sg;gen;px3sp - n;sg;nom;px3sp,n;sg;par,ERR_TGT_SLOT_ERROR
nopealla,nopeat,0_18,N;AT+ESS;SG,0_13,ADJ;NOM;PL,adj;pst;sg;ade,adj;pst;pl;nom,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
korkeaan,korkeat,0_9,N;IN+ALL;SG,0_13,ADJ;NOM;PL,adj;pst;sg;ill - n;sg;ill,adj;pst;pl;nom - n;pl;nom,ERR_SRC_SLOT_ERROR
heimo,heimoa,0_1,ADJ;NOM;SG,0_3,N;PRT;SG,n;sg;nom,n;sg;par,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
apostolit,apostolien,0_13,ADJ;NOM;PL,0_0,V;ACT;PRS;POS;IND;1;SG,n;pl;nom,n;pl;gen,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
kutsuivat,kutsukaa,1_5,V;ACT;PST;POS;IND;3;PL,1_22,V;ACT;PRS;POS;IMP;2;PL,verb;actv;past;p3;pl,verb;actv;imp;p2;pl,C
näkijän,näkijälle,0_0,V;ACT;PRS;POS;IND;1;SG,0_6,N;AT+ALL;SG,n;sg;gen,n;sg;all,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
sekaantuu,sekaantunut,1_0,V;ACT;PRS;POS;IND;3;SG,1_7,V;ACT;PST;POS;IND;SG,verb;actv;pri;p3;sg,verb;actv;past;sg;conneg - verb;actv;pp;pst;sg;nom - adj;pst;sg;nom,C
puutarhan,puutarha,0_0,V;ACT;PRS;POS;IND;1;SG,0_1,ADJ;NOM;SG,n;sg;gen,n;sg;nom,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
ilmoittanut,ilmoittaisi,1_7,V;ACT;PST;POS;IND;SG,1_13,V;ACT;PRS;POS;COND;3;SG,verb;actv;past;sg;conneg - verb;actv;pp;pst;sg;nom,verb;actv;cni;conneg - verb;actv;cni;p3;sg,C
puhuu,puhuva,1_0,V;ACT;PRS;POS;IND;3;SG,1_2,V.PTCP;ACT;PRS,verb;actv;pri;p3;sg,verb;actv;pprs;pst;sg;nom - adj;pst;sg;nom,MAPPED_POS_PAIR_ERROR
veljistä,veljiä,0_4,V;ACT;PRS;POS;IMP;2;SG,0_3,N;PRT;SG,n;pl;ela,n;pl;par,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
kauhistun,kauhistunut,1_3,V;ACT;PST;POS;IND;1;SG,1_7,V;ACT;PST;POS;IND;SG,verb;actv;pri;p1;sg,verb;actv;past;sg;conneg - verb;actv;pp;pst;sg;nom - adj;pst;sg;nom,SRC_SLOT_ERROR
laitumilta,laitumien,0_11,N;AT+ABL;SG,0_0,V;ACT;PRS;POS;IND;1;SG,n;pl;abl,n;pl;gen,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
päätänsä,päätäsi,0_8,ADJ;GEADJ;SG,0_19,V;ACT;PRS;POS;COND,n;sg;par;px3sp,n;sg;par;px2sg,ERR_SRC_SLOT_ERROR
huudot,huudon,0_13,ADJ;NOM;PL,0_0,V;ACT;PRS;POS;IND;1;SG,n;pl;nom,n;sg;gen,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
joutukoon,joutuin,1_17,V;ACT;PRS;POS;IMP;3;SG,1_3,V;ACT;PST;POS;IND;1;SG,vaux;actv;imp;p3;sg - verb;actv;imp;p3;sg,adv;,UNK_TGT_SLOT_ERROR
ääret,äärelle,0_13,ADJ;NOM;PL,0_6,N;AT+ALL;SG,n;pl;nom,adv; - post; - n;sg;all,ERR_SRC_SLOT_ERROR
toimeen,toimessa,0_0,V;ACT;PRS;POS;IND;1;SG,0_7,N;IN+ESS;SG,n;sg;ill,n;sg;ine,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
olevamme,olevasta,0_10,V;ACT;PRS;POS;IND;1;PL,0_17,N;IN+ABL;SG,adj;pst;pl;nom;px1pl - adj;pst;sg;gen;px1pl - adj;pst;sg;nom;px1pl - vaux;actv;pprs;pst;pl;nom;px1pl - vaux;actv;pprs;pst;sg;gen;px1pl - vaux;actv;pprs;pst;sg;nom;px1pl - verb;actv;pprs;pst;pl;nom;px1pl - verb;actv;pprs;pst;sg;gen;px1pl - verb;actv;pprs;pst;sg;nom;px1pl,adj;pst;sg;ela - vaux;actv;pprs;pst;sg;ela - verb;actv;pprs;pst;sg;ela,SRC_SLOT_ERROR;TGT_SLOT_ERROR
sanokoot,sanova,1_20,V;ACT;PRS;POS;IMP;3;PL,1_2,V.PTCP;ACT;PRS,verb;actv;imp;p3;pl,verb;actv;pprs;pst;sg;nom,MAPPED_POS_PAIR_ERROR
luopua,luopuu,1_1,V;NFIN,1_0,V;ACT;PRS;POS;IND;3;SG,verb;actv;infa;pl;lat - verb;actv;infa;sg;lat,verb;actv;pri;p3;sg,C
vaivani,vaivaa,0_16,N;GEN;SG,0_3,N;PRT;SG,n;pl;nom;px1sg - n;sg;gen;px1sg - n;sg;nom;px1sg,n;sg;par - verb;actv;imp;p2;sg - verb;actv;pri;conneg - verb;actv;pri;p3;sg,C
viinille,viiniä,0_6,N;AT+ALL;SG,0_3,N;PRT;SG,n;sg;all - n;pl;all,n;sg;par - n;pl;par,C
orjantappurasta,orjantappura,0_17,N;IN+ABL;SG,0_1,ADJ;NOM;SG,n;sg;ela,n;sg;nom,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
ajatte,ajako,1_23,V;ACT;PRS;POS;IND;2;PL,1_6,V;ACT;PRS;POS;IMP,verb;actv;pri;p2;pl,verb;actv;imp;conneg,C
kukistaa,kukistaisi,1_1,V;NFIN,1_13,V;ACT;PRS;POS;COND;3;SG,verb;actv;infa;pl;lat - verb;actv;infa;sg;lat - verb;actv;pri;p3;sg,verb;actv;cni;conneg - verb;actv;cni;p3;sg,C
juuret,juurelle,0_13,ADJ;NOM;PL,0_6,N;AT+ALL;SG,n;pl;nom,post; - n;sg;all,ERR_SRC_SLOT_ERROR
ystävän,ystävät,0_0,V;ACT;PRS;POS;IND;1;SG,0_13,ADJ;NOM;PL,n;sg;gen,n;pl;nom,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
jerubbaalin,jerubbaal,1_3,V;ACT;PST;POS;IND;1;SG,1_11,V;ACT;PRS;POS;IND,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
kansaa,kansaksi,0_3,N;PRT;SG,0_2,ADJ;TRANS;SG,n;sg;par,n;sg;tra,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
taitan,taitaa,1_3,V;ACT;PST;POS;IND;1;SG,1_1,V;NFIN,n;sg;gen - verb;actv;pri;p1;sg,n;sg;par - vaux;actv;infa;pl;lat - vaux;actv;infa;sg;lat - vaux;actv;pri;p3;sg - verb;actv;infa;pl;lat - verb;actv;infa;sg;lat - verb;actv;pri;p3;sg,SRC_SLOT_ERROR
kirjurit,kirjurina,0_13,ADJ;NOM;PL,0_14,ADJ;FRML;SG,n;pl;nom,n;sg;ess,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
pietari,pietarin,0_1,ADJ;NOM;SG,0_0,V;ACT;PRS;POS;IND;1;SG,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
päivinäsi,päivinänne,0_19,V;ACT;PRS;POS;COND,0_5,N;NOM;SG,n;pl;ess;px2sg,n;pl;ess;px2pl,SRC_SLOT_ERROR;TGT_SLOT_ERROR
omissa,omilla,0_7,N;IN+ESS;SG,0_18,N;AT+ESS;SG,adj;pst;pl;ine - n;pl;ine,adj;pst;pl;ade - n;pl;ade,SRC_SLOT_ERROR;TGT_SLOT_ERROR
muistavat,muistaneet,1_16,V;ACT;PRS;POS;IND;3;PL,1_12,V.PTCP;ACT;PST,verb;actv;pprs;pst;pl;nom - verb;actv;pri;p3;pl,verb;actv;past;pl;conneg - verb;actv;pp;pst;pl;nom - adj;pst;pl;nom,MAPPED_POS_PAIR_ERROR
eläimiin,eläimistä,0_15,N;GEN;PL,0_4,V;ACT;PRS;POS;IMP;2;SG,n;pl;ill,n;pl;ela,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
luvusta,luvun,0_17,N;IN+ABL;SG,0_0,V;ACT;PRS;POS;IND;1;SG,n;sg;ela,n;sg;gen,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
tammeen,tammen,0_0,V;ACT;PRS;POS;IND;1;SG,0_0,V;ACT;PRS;POS;IND;1;SG,n;sg;ill,n;sg;gen,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
horjuu,horju,1_0,V;ACT;PRS;POS;IND;3;SG,1_11,V;ACT;PRS;POS;IND,verb;actv;pri;p3;sg,verb;actv;imp;p2;sg - verb;actv;pri;conneg,ERR_TGT_SLOT_ERROR
ateria,ateriaa,0_1,ADJ;NOM;SG,0_3,N;PRT;SG,n;sg;nom,n;sg;par,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
unessa,unesi,0_7,N;IN+ESS;SG,0_19,V;ACT;PRS;POS;COND,n;sg;ine,n;pl;nom;px2sg - n;sg;gen;px2sg - n;sg;nom;px2sg,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
syyttömiä,syyttömien,0_3,N;PRT;SG,0_0,V;ACT;PRS;POS;IND;1;SG,adj;pst;pl;par - n;pl;par,adj;pst;pl;gen - n;pl;gen,SRC_SLOT_ERROR;TGT_SLOT_ERROR
huokailette,huokailemaan,1_23,V;ACT;PRS;POS;IND;2;PL,1_18,V;IN+ALL;SG,verb;actv;pri;p2;pl,verb;actv;infma;sg;ill - verb;agent;pst;sg;ill,C
jalopeurasi,jalopeuran,0_19,V;ACT;PRS;POS;COND,0_0,V;ACT;PRS;POS;IND;1;SG,n;pl;nom;px2sg - n;sg;gen;px2sg - n;sg;nom;px2sg,n;sg;gen,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
muurille,muurilla,0_6,N;AT+ALL;SG,0_18,N;AT+ESS;SG,n;pl;all - n;pl;all - n;sg;all,n;pl;ade - n;pl;ade - n;sg;ade,C
kolmannelle,kolmannen,0_6,N;AT+ALL;SG,0_0,V;ACT;PRS;POS;IND;1;SG,adj;ord;pst;sg;all - num;sg;all,adj;ord;pst;sg;gen - num;sg;gen,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
liittonsa,liittoa,0_12,N;NOM;PL,0_3,N;PRT;SG,n;pl;nom;px3sp - n;sg;gen;px3sp - n;sg;nom;px3sp,n;sg;par,ERR_TGT_SLOT_ERROR
tarttuvat,tarttuko,1_16,V;ACT;PRS;POS;IND;3;PL,1_6,V;ACT;PRS;POS;IMP,verb;actv;pprs;pst;pl;nom - verb;actv;pri;p3;pl - adj;pst;pl;nom,verb;actv;imp;conneg,C
jumalattomat,jumalattomalta,0_13,ADJ;NOM;PL,0_11,N;AT+ABL;SG,adj;pst;pl;nom - n;pl;nom,adj;pst;sg;abl - n;sg;abl,ERR_TGT_SLOT_ERROR
kuuluu,kuuluisi,1_0,V;ACT;PRS;POS;IND;3;SG,1_13,V;ACT;PRS;POS;COND;3;SG,verb;actv;pri;p3;sg - adv;,verb;actv;cni;conneg - verb;actv;cni;p3;sg,C
muuttuva,muuttuneet,1_2,V.PTCP;ACT;PRS,1_12,V.PTCP;ACT;PST,verb;actv;pprs;pst;sg;nom - adj;pst;sg;nom,verb;actv;past;pl;conneg - verb;actv;pp;pst;pl;nom - adj;pst;pl;nom,C
juutalaista,juutalaisilla,1_1,V;NFIN,1_19,N;AT+ESS;PL,adj;pst;sg;par - n;sg;par,adj;pst;pl;ade - n;pl;ade,ERR_SRC_SLOT_ERROR
kerubilla,kerubia,1_19,N;AT+ESS;PL,1_21,N;PRT;PL,n;sg;ade,n;sg;par,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
ajatukset,ajatuksesi,0_13,ADJ;NOM;PL,0_19,V;ACT;PRS;POS;COND,n;pl;nom,n;pl;nom;px2sg - n;sg;gen;px2sg - n;sg;nom;px2sg,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
tappaneet,tappaja,1_12,V.PTCP;ACT;PST,1_1,V;NFIN,verb;actv;past;pl;conneg - verb;actv;pp;pst;pl;nom - adj;pst;pl;nom,n;sg;nom,ERR_TGT_SLOT_ERROR
pikkukarjasi,pikkukarjasta,0_19,V;ACT;PRS;POS;COND,0_17,N;IN+ABL;SG,n;cmp;n;pl;nom;px2sg - n;cmp;n;sg;gen;px2sg - n;cmp;n;sg;nom;px2sg,n;cmp;n;sg;ela,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
rahani,rahalla,0_16,N;GEN;SG,0_18,N;AT+ESS;SG,n;pl;nom;px1sg - n;sg;gen;px1sg - n;sg;nom;px1sg,n;sg;ade,ERR_TGT_SLOT_ERROR
vanhat,vanhan,0_13,ADJ;NOM;PL,0_0,V;ACT;PRS;POS;IND;1;SG,adj;pst;pl;nom - n;pl;nom,adj;pst;sg;gen - n;sg;gen,ERR_TGT_SLOT_ERROR
lapsissa,lapsilta,0_7,N;IN+ESS;SG,0_11,N;AT+ABL;SG,n;pl;ine,n;pl;abl,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
raasta,raastatte,1_11,V;ACT;PRS;POS;IND,1_23,V;ACT;PRS;POS;IND;2;PL,verb;actv;imp;p2;sg - verb;actv;pri;conneg,verb;actv;pri;p2;pl,ERR_SRC_SLOT_ERROR
tapahtuisi,tapahtumaan,1_13,V;ACT;PRS;POS;COND;3;SG,1_18,V;IN+ALL;SG,verb;actv;cni;conneg - verb;actv;cni;p3;sg,verb;actv;infma;sg;ill - verb;agent;pst;sg;ill - n;sg;ill,C
palohaavaan,palohaavan,0_9,N;IN+ALL;SG,0_0,V;ACT;PRS;POS;IND;1;SG,n;sg;ill,n;sg;gen,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
laskeutuvat,laskeutukoon,1_16,V;ACT;PRS;POS;IND;3;PL,1_17,V;ACT;PRS;POS;IMP;3;SG,verb;actv;pprs;pst;pl;nom - verb;actv;pri;p3;pl,verb;actv;imp;p3;sg,C
naita,nain,1_1,V;NFIN,1_3,V;ACT;PST;POS;IND;1;SG,verb;actv;imp;p2;sg - verb;actv;pri;conneg,verb;actv;pri;p1;sg - verb;actv;past;p1;sg,ERR_SRC_SLOT_ERROR
