src word,tgt word,src slot,tgt slot,src apertium tags,tgt apertium tags,annotation
сухою,сухо,2_4,2_0,adj;sint;f;an;sg;ins,adv;,POS_PAIR_ERROR
написали,написать,1_6,1_14,verb;perf;tv;past;mfn;pl - verb;perf;iv;past;mfn;pl - verb;perf;tv;past;mfn;pl - verb;perf;iv;past;mfn;pl,verb;perf;tv;inf - verb;perf;iv;inf - verb;perf;tv;inf - verb;perf;iv;inf,C
отпустил,отпустили,0_4,0_0,verb;perf;tv;past;m;sg - verb;perf;iv;past;m;sg,verb;perf;tv;past;mfn;pl - verb;perf;iv;past;mfn;pl,C
спрашивать,спрашиваете,1_14,1_19,verb;impf;tv;inf - verb;impf;iv;inf,verb;impf;tv;pres;p2;pl - verb;impf;iv;pres;p2;pl,C
пленит,пленный,0_16,0_12,verb;perf;tv;fut;p3;sg - verb;perf;iv;fut;p3;sg,n;m;aa;sg;nom - adj;sint;m;an;sg;nom - adj;sint;m;nn;sg;acc,POS_PAIR_ERROR
задумал,задумаешь,1_4,1_23,verb;perf;tv;past;m;sg - verb;perf;iv;past;m;sg,verb;perf;tv;fut;p2;sg - verb;perf;iv;fut;p2;sg,C
рассеянного,рассеянных,2_7,2_1,adj;sint;nt;an;sg;gen - adj;sint;m;an;sg;gen - adj;sint;m;aa;sg;acc - verb;perf;tv;pp;pasv;nt;an;sg;gen - verb;perf;tv;pp;pasv;m;an;sg;gen - verb;perf;tv;pp;pasv;m;aa;sg;acc,adj;sint;mfn;an;pl;gen - adj;sint;mfn;an;pl;prp - adj;sint;mfn;aa;pl;acc - verb;perf;tv;pp;pasv;mfn;an;pl;gen - verb;perf;tv;pp;pasv;mfn;an;pl;prp - verb;perf;tv;pp;pasv;mfn;aa;pl;acc,C
познайте,познают,1_5,1_0,verb;perf;tv;imp;p2;pl - verb;perf;iv;imp;p2;pl,verb;perf;tv;fut;p3;pl - verb;perf;iv;fut;p3;pl - verb;impf;tv;pres;p3;pl - verb;impf;iv;pres;p3;pl,C
Ариила,Ариил,2_6,2_18,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
веруем,верующий,1_13,1_21,verb;impf;iv;pres;p1;pl,n;m;aa;sg;nom - verb;impf;iv;pprs;actv;m;an;sg;nom - verb;impf;iv;pprs;actv;m;nn;sg;acc - adj;sint;m;an;sg;nom - adj;sint;m;nn;sg;acc,C
остальною,остальным,2_4,2_16,adj;sint;f;an;sg;ins,n;mfn;aa;pl;dat - adj;sint;m;an;sg;ins - adj;sint;nt;an;sg;ins - adj;sint;mfn;an;pl;dat,C
добре,добрую,2_0,2_13,n;nt;nn;sg;prp,adj;sint;f;an;sg;acc - adj;sint;f;nn;sg;acc,POS_PAIR_ERROR
умри,умрете,1_22,1_19,verb;perf;iv;imp;p2;sg,verb;perf;iv;fut;p2;pl,C
Вугеянина,Вугеянину,2_6,2_19,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
дротика,дротик,2_6,2_18,n;m;nn;sg;gen,n;m;nn;sg;nom - n;m;nn;sg;acc,C
обнажу,обнажи,0_23,0_1,verb;perf;tv;fut;p1;sg - verb;perf;iv;fut;p1;sg,verb;perf;tv;imp;p2;sg - verb;perf;iv;imp;p2;sg,C
Ванея,Ванее,1_20,1_10,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
собираешь,собирания,1_23,1_8,verb;impf;tv;pres;p2;sg - verb;impf;iv;pres;p2;sg,n;nt;nn;sg;gen - n;nt;nn;pl;nom - n;nt;nn;pl;acc,POS_PAIR_ERROR
отвратительные,отвратительною,2_8,2_4,adj;sint;mfn;an;pl;nom - adj;sint;mfn;nn;pl;acc,adj;sint;f;an;sg;ins,C
ободрал,ободри,0_4,0_1,verb;perf;tv;past;m;sg - verb;perf;iv;past;m;sg,verb;perf;tv;imp;p2;sg - verb;perf;iv;imp;p2;sg,PARADIGM_ERROR
хулить,хулится,0_31,0_8,verb;impf;tv;inf - verb;impf;iv;inf,verb;impf;tv;pres;p3;sg;pass,C
вопроси,вопросил,0_1,0_4,verb;perf;tv;imp;p2;sg - verb;perf;iv;imp;p2;sg,verb;perf;tv;past;m;sg - verb;perf;iv;past;m;sg,C
соедини,соединения,0_1,0_11,verb;perf;tv;imp;p2;sg - verb;perf;iv;imp;p2;sg,n;nt;nn;sg;gen - n;nt;nn;pl;nom - n;nt;nn;pl;acc,POS_PAIR_ERROR
сварливая,сварлив,2_9,2_18,adj;sint;f;an;sg;nom,adj;sint;short;m;sg,C
вера,верного,0_13,0_10,n;f;nn;sg;nom,adj;sint;nt;an;sg;gen - adj;sint;m;an;sg;gen - adj;sint;m;aa;sg;acc,POS_PAIR_ERROR
скоте,скотах,2_0,2_10,n;m;aa;sg;prp - n;m;nn;sg;prp,n;m;aa;pl;prp - n;m;nn;pl;prp,C
лисица,лисице,2_6,2_0,n;f;aa;sg;nom,n;f;aa;sg;dat - n;f;aa;sg;prp,C
хранения,хранится,0_11,0_8,n;nt;nn;sg;gen - n;nt;nn;pl;nom - n;nt;nn;pl;acc,verb;impf;iv;pres;p3;sg - verb;impf;tv;pres;p3;sg;pass,POS_PAIR_ERROR
помните,помним,0_6,0_17,verb;perf;tv;imp;p2;pl - verb;perf;iv;imp;p2;pl - verb;impf;tv;pres;p2;pl - verb;impf;tv;imp;p2;pl - verb;impf;iv;pres;p2;pl - verb;impf;iv;imp;p2;pl,verb;impf;tv;pres;p1;pl - verb;impf;iv;pres;p1;pl - verb;impf;tv;pprs;pasv;short;m;sg,C
возвратишь,возвратит,0_15,0_16,verb;perf;tv;fut;p2;sg - verb;perf;iv;fut;p2;sg,verb;perf;tv;fut;p3;sg - verb;perf;iv;fut;p3;sg,C
коленах,колено,2_10,2_0,n;nt;nn;pl;prp,n;nt;nn;sg;nom - n;nt;nn;sg;acc,C
налагайте,налагать,1_5,1_14,verb;impf;tv;imp;p2;pl - verb;impf;iv;imp;p2;pl,verb;impf;tv;inf - verb;impf;iv;inf,C
главных,глав,0_19,0_26,n;nt;nn;pl;prp - n;nt;nn;pl;gen - adj;sint;mfn;an;pl;gen - adj;sint;mfn;an;pl;prp - adj;sint;mfn;aa;pl;acc,n;m;aa;pl;gen - n;m;aa;pl;acc - n;f;nn;pl;gen - n;f;nn;pl;gen,PARADIGM_ERROR
потомками,потомкам,2_17,2_11,n;m;aa;pl;ins,n;m;aa;pl;dat,C
призывать,призывает,1_14,1_3,verb;impf;tv;inf - verb;impf;iv;inf,verb;impf;tv;pres;p3;sg - verb;impf;iv;pres;p3;sg,C
вопросили,вопросив,0_0,0_30,verb;perf;tv;past;mfn;pl - verb;perf;iv;past;mfn;pl,verb;perf;tv;pp;adv - verb;perf;iv;pp;adv,C
отвратительною,отвратительная,2_4,2_9,adj;sint;f;an;sg;ins,adj;sint;f;an;sg;nom,C
Гергесея,Гергесеи,1_20,1_22,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
кров,кров,0_26,0_26,n;m;nn;sg;nom - n;m;nn;sg;dat - n;m;nn;sg;acc,n;m;nn;sg;nom - n;m;nn;sg;dat - n;m;nn;sg;acc,C
покрывал,покрывать,1_4,1_14,verb;impf;tv;past;m;sg - verb;impf;iv;past;m;sg - n;nt;nn;pl;gen,verb;impf;tv;inf - verb;impf;iv;inf,C
веры,вера,0_1,0_13,n;f;nn;pl;nom - n;f;nn;pl;acc - n;f;nn;sg;gen,n;f;nn;sg;nom,C
внимай,внимали,1_1,1_6,verb;impf;iv;imp;p2;sg,verb;impf;iv;past;mfn;pl,C
слухе,слухи,2_0,2_3,n;m;nn;sg;prp,n;m;nn;pl;nom - n;m;nn;pl;acc,C
Ахлая,Ахлай,1_20,1_1,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
повозку,повозки,2_19,2_3,n;f;nn;sg;acc,n;f;nn;pl;acc - n;f;nn;pl;nom - n;f;nn;sg;gen,C
Еглону,Еглон,2_19,2_18,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
выстроить,выстроил,0_31,0_4,verb;perf;tv;inf - verb;perf;iv;inf,verb;perf;tv;past;m;sg - verb;perf;iv;past;m;sg,C
вложи,вложу,0_1,0_23,verb;perf;tv;imp;p2;sg - verb;perf;iv;imp;p2;sg,verb;perf;tv;fut;p1;sg - verb;perf;iv;fut;p1;sg,C
перенесены,перенесен,0_27,0_24,verb;perf;tv;pp;pasv;short;mfn;pl,verb;perf;tv;pp;pasv;short;m;sg,C
сокрушил,сокрушится,0_4,0_8,,,TGT_LEXICAL_ERROR
бросят,бросит,0_29,0_16,verb;perf;tv;fut;p3;pl - verb;perf;iv;fut;p3;pl,verb;perf;tv;fut;p3;sg - verb;perf;iv;fut;p3;sg,C
известное,известным,0_3,0_28,adj;sint;nt;an;sg;nom - adj;sint;nt;an;sg;acc,adj;sint;m;an;sg;ins - adj;sint;nt;an;sg;ins - adj;sint;mfn;an;pl;dat,C
лгите,лгать,0_6,0_22,verb;impf;iv;imp;p2;pl,verb;impf;iv;inf,C
пальму,пальма,2_19,2_6,n;f;nn;sg;acc,n;f;nn;sg;nom,C
славим,славного,0_17,0_10,verb;impf;tv;pres;p1;pl - verb;impf;iv;pres;p1;pl - verb;impf;tv;pprs;pasv;short;m;sg,adj;sint;nt;an;sg;gen - adj;sint;m;an;sg;gen - adj;sint;m;aa;sg;acc,POS_PAIR_ERROR
усталых,усталого,2_1,2_7,adj;sint;mfn;an;pl;gen - adj;sint;mfn;an;pl;prp - adj;sint;mfn;aa;pl;acc,adj;sint;nt;an;sg;gen - adj;sint;m;an;sg;gen - adj;sint;m;aa;sg;acc,C
работ,работают,0_26,0_2,n;f;nn;pl;gen,verb;impf;iv;pres;p3;pl,POS_PAIR_ERROR
мирные,мир,0_21,0_26,adj;sint;mfn;an;pl;nom - adj;sint;mfn;nn;pl;acc,n;m;nn;sg;nom - n;m;nn;sg;dat - n;m;nn;sg;acc - n;nt;nn;pl;gen - n;m;nn;sg;nom - n;m;nn;sg;acc,POS_PAIR_ERROR
Вифинию,Вифинии,1_2,1_22,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
успокоился,успокоиться,0_18,0_20,verb;perf;iv;past;m;sg,verb;perf;iv;inf,C
положиться,положит,0_20,0_16,verb;perf;iv;inf,verb;perf;tv;fut;p3;sg - verb;perf;iv;fut;p3;sg,PARADIGM_ERROR
обирай,обирает,1_1,1_3,verb;impf;tv;imp;p2;sg - verb;impf;iv;imp;p2;sg,verb;impf;tv;pres;p3;sg - verb;impf;iv;pres;p3;sg,C
противное,противный,0_3,0_12,adj;sint;nt;an;sg;nom - adj;sint;nt;an;sg;acc,adj;sint;m;an;sg;nom - adj;sint;m;nn;sg;acc,C
презираешь,презирают,1_23,1_0,verb;impf;tv;pres;p2;sg - verb;impf;iv;pres;p2;sg,verb;impf;tv;pres;p3;pl - verb;impf;iv;pres;p3;pl,C
шум,шумного,0_26,0_10,n;m;nn;sg;nom - n;m;nn;sg;acc,adj;sint;nt;an;sg;gen - adj;sint;m;an;sg;gen - adj;sint;m;aa;sg;acc,POS_PAIR_ERROR
Симеоном,Симеон,2_14,2_18,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
выводит,выводи,0_16,0_1,verb;perf;tv;fut;p3;sg - verb;perf;iv;fut;p3;sg - verb;impf;tv;pres;p3;sg - verb;impf;iv;pres;p3;sg,verb;perf;tv;imp;p2;sg - verb;perf;iv;imp;p2;sg - verb;impf;tv;imp;p2;sg - verb;impf;iv;imp;p2;sg,C
уразумели,уразуметь,1_6,1_14,verb;perf;iv;past;mfn;pl,verb;perf;iv;inf,C
ложу,ложных,0_23,0_19,n;nt;nn;sg;dat,adj;sint;mfn;an;pl;gen - adj;sint;mfn;an;pl;prp - adj;sint;mfn;aa;pl;acc,POS_PAIR_ERROR
Филистимскою,Филистимскую,2_4,2_13,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
далека,далекую,2_6,2_13,,,SRC_LEXICAL_ERROR
освящать,освящает,0_22,0_14,verb;impf;tv;inf - verb;impf;iv;inf,verb;impf;tv;pres;p3;sg - verb;impf;iv;pres;p3;sg,C
запад,западного,0_26,0_10,n;m;nn;sg;nom - n;m;nn;sg;dat - n;m;nn;sg;acc,adj;sint;nt;an;sg;gen - adj;sint;m;an;sg;gen - adj;sint;m;aa;sg;acc,POS_PAIR_ERROR
рассмотрения,рассмотрит,0_11,0_16,n;nt;nn;sg;gen - n;nt;nn;pl;nom - n;nt;nn;pl;acc,verb;perf;tv;fut;p3;sg - verb;perf;iv;fut;p3;sg,POS_PAIR_ERROR
выступит,выступил,0_16,0_4,verb;perf;iv;fut;p3;sg,verb;perf;iv;past;m;sg,C
лживого,лживая,2_7,2_9,adj;sint;nt;an;sg;gen - adj;sint;m;an;sg;gen - adj;sint;m;aa;sg;acc,adj;sint;f;an;sg;nom,C
сходи,сходились,0_1,0_25,verb;perf;iv;imp;p2;sg - verb;impf;iv;imp;p2;sg,verb;impf;iv;past;mfn;pl,PARADIGM_ERROR
опреснокам,опресноков,2_11,2_1,n;m;nn;pl;dat - n;m;nn;pl;dat,n;m;nn;pl;gen - n;m;nn;pl;gen,C
скотами,скота,2_17,2_6,n;m;aa;pl;ins - n;m;nn;pl;ins,n;m;aa;sg;gen - n;m;aa;sg;acc - n;m;nn;sg;gen,C
сказывать,сказывай,1_14,1_1,verb;impf;tv;inf - verb;impf;iv;inf,verb;impf;tv;imp;p2;sg - verb;impf;iv;imp;p2;sg,C
пересказала,пересказали,2_6,2_3,verb;perf;tv;past;f;sg - verb;perf;iv;past;f;sg,verb;perf;tv;past;mfn;pl - verb;perf;iv;past;mfn;pl,C
воспрянут,воспряни,1_0,1_22,,,TGT_LEXICAL_ERROR
беззаконном,беззаконные,2_14,2_8,adj;sint;nt;an;sg;prp - adj;sint;m;an;sg;prp,adj;sint;mfn;an;pl;nom - adj;sint;mfn;nn;pl;acc,C
опустошить,опустошать,0_31,0_22,verb;perf;tv;inf - verb;perf;iv;inf,verb;impf;tv;inf - verb;impf;iv;inf,PARADIGM_ERROR
десятое,десятый,2_15,2_12,det;ord;nt;an;sg;nom - det;ord;nt;an;sg;acc,det;ord;m;an;sg;nom - det;ord;m;nn;sg;acc,SRC_POS_ERROR TGT_POS_ERROR
считай,считать,1_1,1_14,verb;impf;tv;imp;p2;sg - verb;impf;iv;imp;p2;sg - verb;perf;tv;imp;p2;sg - verb;perf;iv;imp;p2;sg,verb;impf;tv;inf - verb;impf;iv;inf - verb;perf;tv;inf - verb;perf;iv;inf,C
блаженный,блажен,0_12,0_26,n;m;aa;sg;nom - adj;sint;m;an;sg;nom - adj;sint;m;nn;sg;acc,adj;sint;short;m;sg,C
Ефес,Ефесе,2_18,2_0,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
разрушу,разрушения,0_23,0_11,verb;perf;tv;fut;p1;sg - verb;perf;iv;fut;p1;sg,n;nt;nn;sg;gen - n;nt;nn;pl;nom - n;nt;nn;pl;acc,POS_PAIR_ERROR
колен,колене,2_18,2_0,n;nt;nn;pl;gen,n;nt;nn;sg;prp,C
посылают,посылаешь,1_0,1_23,verb;impf;tv;pres;p3;pl - verb;impf;iv;pres;p3;pl,verb;impf;tv;pres;p2;sg - verb;impf;iv;pres;p2;sg,C
дому,домы,2_19,2_3,,,TGT_LEXICAL_ERROR
важною,важном,2_4,2_14,adj;sint;f;an;sg;ins,adj;sint;nt;an;sg;prp - adj;sint;m;an;sg;prp,C
прости,прости,0_1,0_1,verb;perf;tv;imp;p2;sg - verb;perf;iv;imp;p2;sg,verb;perf;tv;imp;p2;sg - verb;perf;iv;imp;p2;sg,C
сотвори,сотворения,0_1,0_11,verb;perf;tv;imp;p2;sg - verb;perf;iv;imp;p2;sg,n;nt;nn;sg;gen - n;nt;nn;pl;nom - n;nt;nn;pl;acc,POS_PAIR_ERROR
безднах,бездны,2_10,2_3,n;f;nn;pl;prp,n;f;nn;pl;nom - n;f;nn;pl;acc - n;f;nn;sg;gen,C
называемых,называемое,2_1,2_15,verb;impf;tv;pprs;pasv;mfn;an;pl;gen - verb;impf;tv;pprs;pasv;mfn;an;pl;prp - verb;impf;tv;pprs;pasv;mfn;aa;pl;acc,verb;impf;tv;pprs;pasv;nt;an;sg;nom - verb;impf;tv;pprs;pasv;nt;an;sg;acc,C
отпустили,отпустит,0_0,0_16,verb;perf;tv;past;mfn;pl - verb;perf;iv;past;mfn;pl,verb;perf;tv;fut;p3;sg - verb;perf;iv;fut;p3;sg,C
воздали,воздают,1_6,1_0,verb;perf;tv;past;mfn;pl - verb;perf;iv;past;mfn;pl,verb;impf;tv;pres;p3;pl - verb;impf;iv;pres;p3;pl,PARADIGM_ERROR
гнезда,гнезда,0_13,0_13,n;nt;nn;sg;gen - n;nt;nn;pl;acc - n;nt;nn;pl;nom,n;nt;nn;sg;gen - n;nt;nn;pl;acc - n;nt;nn;pl;nom,C
молчать,молчи,0_22,0_1,verb;impf;iv;inf,verb;impf;iv;imp;p2;sg,C
обильным,обильный,2_16,2_12,adj;sint;m;an;sg;ins - adj;sint;nt;an;sg;ins - adj;sint;mfn;an;pl;dat,adj;sint;m;an;sg;nom - adj;sint;m;nn;sg;acc,C
сберегают,сберегает,0_2,0_14,verb;impf;tv;pres;p3;pl - verb;impf;iv;pres;p3;pl,verb;impf;tv;pres;p3;sg - verb;impf;iv;pres;p3;sg,C
поручили,поручиться,0_0,0_20,verb;perf;tv;past;mfn;pl - verb;perf;iv;past;mfn;pl,verb;perf;iv;inf,PARADIGM_ERROR
сказывайте,сказывает,1_5,1_3,verb;impf;tv;imp;p2;pl - verb;impf;iv;imp;p2;pl,verb;impf;tv;pres;p3;sg - verb;impf;iv;pres;p3;sg,C
тверда,твердую,2_6,2_13,adj;sint;short;f;sg - adj;sint;short;f;sg,adj;sint;f;an;sg;acc - adj;sint;f;nn;sg;acc - adj;sint;f;an;sg;acc - adj;sint;f;nn;sg;acc,C
пробыл,пробыла,1_4,1_16,verb;perf;iv;past;m;sg - verb;perf;iv;past;m;sg;fac,verb;perf;iv;past;f;sg - verb;perf;iv;past;f;sg;fac,C
глав,глав,0_26,0_26,n;m;aa;pl;gen - n;m;aa;pl;acc - n;f;nn;pl;gen - n;f;nn;pl;gen,n;m;aa;pl;gen - n;m;aa;pl;acc - n;f;nn;pl;gen - n;f;nn;pl;gen,C
смерти,смерти,0_1,0_1,n;f;nn;sg;gen - n;f;nn;sg;dat - n;f;nn;sg;prp - n;f;nn;pl;nom - n;f;nn;pl;acc,n;f;nn;sg;gen - n;f;nn;sg;dat - n;f;nn;sg;prp - n;f;nn;pl;nom - n;f;nn;pl;acc,C
смеется,смеем,1_12,1_13,verb;impf;iv;pres;p3;sg,verb;impf;iv;pres;p1;pl,PARADIGM_ERROR
выступит,выступал,0_16,0_4,verb;perf;iv;fut;p3;sg,verb;impf;iv;past;m;sg,PARADIGM_ERROR
ночных,ночное,0_19,0_3,n;nt;nn;pl;prp - n;nt;nn;pl;gen - adj;sint;mfn;an;pl;gen - adj;sint;mfn;an;pl;prp - adj;sint;mfn;aa;pl;acc,n;nt;nn;sg;acc - n;nt;nn;sg;nom - adj;sint;nt;an;sg;nom - adj;sint;nt;an;sg;acc,C
вид,виду,0_26,0_23,n;m;nn;sg;nom - n;m;nn;sg;acc,n;m;nn;sg;dat,C
поношении,поношений,1_22,1_1,n;nt;nn;sg;prp,n;nt;nn;pl;gen,C
исторгнута,исторгнутая,2_6,2_9,verb;perf;tv;pp;pasv;short;f;sg,verb;perf;tv;pp;pasv;f;an;sg;nom,C
расширить,расширишь,0_31,0_15,verb;perf;tv;inf - verb;perf;iv;inf,verb;perf;tv;fut;p2;sg - verb;perf;iv;fut;p2;sg,C
костях,костей,1_9,1_18,n;f;nn;pl;prp - n;f;nn;pl;prp,n;f;nn;pl;gen - n;f;nn;pl;gen,C
подобным,подобный,0_28,0_12,adj;sint;m;an;sg;ins - adj;sint;nt;an;sg;ins - adj;sint;mfn;an;pl;dat,adj;sint;m;an;sg;nom - adj;sint;m;nn;sg;acc,C
искушаем,искушал,1_13,1_4,verb;impf;tv;pres;p1;pl - verb;impf;iv;pres;p1;pl - verb;impf;tv;pprs;pasv;short;m;sg,verb;impf;tv;past;m;sg - verb;impf;iv;past;m;sg,C
искусных,искусные,0_19,0_21,adj;sint;mfn;an;pl;gen - adj;sint;mfn;an;pl;prp - adj;sint;mfn;aa;pl;acc,adj;sint;mfn;an;pl;nom - adj;sint;mfn;nn;pl;acc,C
разбивал,разбивая,1_4,1_20,verb;impf;tv;past;m;sg - verb;impf;iv;past;m;sg,verb;impf;tv;pprs;adv - verb;impf;iv;pprs;adv,C
пьют,пьем,1_0,1_13,verb;impf;tv;pres;p3;pl - verb;impf;iv;pres;p3;pl,verb;impf;tv;pres;p1;pl - verb;impf;iv;pres;p1;pl,C
повел,повелении,0_26,0_5,verb;perf;tv;past;m;sg - verb;perf;iv;past;m;sg,n;nt;nn;sg;prp,POS_PAIR_ERROR
решите,решения,0_6,0_11,verb;perf;tv;fut;p2;pl - verb;perf;tv;imp;p2;pl - verb;perf;iv;fut;p2;pl - verb;perf;iv;imp;p2;pl,n;nt;nn;sg;gen - n;nt;nn;pl;nom - n;nt;nn;pl;acc,POS_PAIR_ERROR
почетных,почетного,2_1,2_7,adj;sint;mfn;an;pl;gen - adj;sint;mfn;an;pl;prp - adj;sint;mfn;aa;pl;acc - adj;sint;mfn;an;pl;gen - adj;sint;mfn;an;pl;prp - adj;sint;mfn;aa;pl;acc,adj;sint;nt;an;sg;gen - adj;sint;m;an;sg;gen - adj;sint;m;aa;sg;acc - adj;sint;nt;an;sg;gen - adj;sint;m;an;sg;gen - adj;sint;m;aa;sg;acc,C
тяжбам,тяжба,2_11,2_6,n;f;nn;pl;dat,n;f;nn;sg;nom,C
ареопаг,ареопага,2_18,2_6,n;m;nn;sg;nom - n;m;nn;sg;acc,n;m;nn;sg;gen,C
носил,носят,0_4,0_29,verb;impf;tv;past;m;sg - verb;impf;iv;past;m;sg,verb;impf;tv;pres;p3;pl - verb;impf;iv;pres;p3;pl,C
затрубит,затрубят,0_16,0_29,verb;perf;tv;fut;p3;sg - verb;perf;iv;fut;p3;sg,verb;perf;tv;fut;p3;pl - verb;perf;iv;fut;p3;pl,C
дней,дне,1_18,1_10,n;m;nn;pl;gen,n;nt;nn;sg;prp - n;m;nn;sg;prp,C
советы,советую,2_3,2_13,n;m;nn;pl;nom - n;m;nn;pl;acc,verb;impf;iv;pres;p1;sg,POS_PAIR_ERROR
пришельца,пришельцами,2_6,2_17,n;m;aa;sg;acc - n;m;aa;sg;gen,n;m;aa;pl;ins,C
дубрава,дубраву,2_6,2_19,n;f;nn;sg;nom,n;f;nn;sg;acc,C
закона,закону,0_13,0_23,n;m;nn;sg;gen,n;m;nn;sg;dat,C
первой,первом,2_2,2_14,det;ord;f;an;sg;gen - det;ord;f;an;sg;dat - det;ord;f;an;sg;prp - det;ord;f;an;sg;ins,n;nt;nn;sg;prp - det;ord;nt;an;sg;prp - det;ord;m;an;sg;prp,SRC_POS_ERROR
город,городами,2_18,2_17,n;m;nn;sg;nom - n;m;nn;sg;acc,n;m;nn;pl;ins,C
сотворим,сотворились,0_17,0_25,verb;perf;tv;fut;p1;pl - verb;perf;tv;imp;p1;pl - verb;perf;iv;fut;p1;pl - verb;perf;iv;imp;p1;pl,verb;perf;iv;past;mfn;pl,PARADIGM_ERROR
жезла,жезлы,2_6,2_3,n;m;nn;sg;gen,n;m;nn;pl;nom - n;m;nn;pl;acc,C
плод,плод,0_26,0_26,n;m;nn;sg;nom - n;m;nn;sg;dat - n;m;nn;sg;acc,n;m;nn;sg;nom - n;m;nn;sg;dat - n;m;nn;sg;acc,C
вынимали,вынимать,1_6,1_14,verb;impf;tv;past;mfn;pl - verb;impf;iv;past;mfn;pl,verb;impf;tv;inf - verb;impf;iv;inf,C
ослах,ослу,2_10,2_19,n;m;aa;pl;prp,n;m;aa;sg;dat,C
бабка,бабке,2_6,2_0,n;f;aa;sg;nom,n;f;aa;sg;dat - n;f;aa;sg;prp,C
явиться,явились,0_20,0_25,verb;perf;iv;inf,verb;perf;iv;past;mfn;pl,C
кожаный,кожаные,2_12,2_8,adj;sint;m;an;sg;nom - adj;sint;m;nn;sg;acc,adj;sint;mfn;an;pl;nom - adj;sint;mfn;nn;pl;acc,C
зовут,зов,1_0,1_1,verb;impf;tv;pres;p3;pl - verb;impf;iv;pres;p3;pl,n;m;nn;sg;nom - n;m;nn;sg;dat - n;m;nn;sg;acc,POS_PAIR_ERROR
считаем,считается,1_13,1_12,verb;impf;tv;pres;p1;pl - verb;impf;iv;pres;p1;pl - verb;perf;tv;fut;p1;pl - verb;perf;tv;imp;p1;pl - verb;perf;iv;fut;p1;pl - verb;perf;iv;imp;p1;pl - verb;impf;tv;pprs;pasv;short;m;sg,verb;impf;iv;pres;p3;sg - verb;impf;tv;pres;p3;sg;pass,C
превращать,превращает,0_22,0_14,verb;impf;tv;inf - verb;impf;iv;inf,verb;impf;tv;pres;p3;sg - verb;impf;iv;pres;p3;sg,C
восстановит,восстановили,0_16,0_0,verb;perf;tv;fut;p3;sg - verb;perf;iv;fut;p3;sg,verb;perf;tv;past;mfn;pl - verb;perf;iv;past;mfn;pl,C
соединить,соединения,0_31,0_11,verb;perf;tv;inf - verb;perf;iv;inf,n;nt;nn;sg;gen - n;nt;nn;pl;nom - n;nt;nn;pl;acc,POS_PAIR_ERROR
приобретал,приобретать,0_4,0_22,verb;impf;tv;past;m;sg - verb;impf;iv;past;m;sg,verb;impf;tv;inf - verb;impf;iv;inf,C
зрелый,зрелом,2_12,2_14,adj;sint;m;an;sg;nom - adj;sint;m;nn;sg;acc,adj;sint;nt;an;sg;prp - adj;sint;m;an;sg;prp,C
отважен,отважного,0_24,0_10,adj;sint;short;m;sg - verb;perf;tv;pp;pasv;short;m;sg,adj;sint;nt;an;sg;gen - adj;sint;m;an;sg;gen - adj;sint;m;aa;sg;acc,C
Иефер,Иеферова,2_18,2_5,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
белого,белый,2_7,2_12,n;m;aa;sg;acc - n;m;aa;sg;gen - adj;sint;nt;an;sg;gen - adj;sint;m;an;sg;gen - adj;sint;m;aa;sg;acc,n;m;aa;sg;nom - adj;sint;m;an;sg;nom - adj;sint;m;nn;sg;acc,C
поспешите,поспешал,0_6,0_4,verb;perf;iv;fut;p2;pl - verb;perf;iv;imp;p2;pl,verb;impf;iv;past;m;sg,PARADIGM_ERROR
взят,взят,2_18,2_18,verb;perf;tv;pp;pasv;short;m;sg,verb;perf;tv;pp;pasv;short;m;sg,C
ежедневная,ежедневных,2_9,2_1,adj;sint;f;an;sg;nom,adj;sint;mfn;an;pl;gen - adj;sint;mfn;an;pl;prp - adj;sint;mfn;aa;pl;acc,C
опустелых,опустелым,2_1,2_16,adj;sint;mfn;an;pl;gen - adj;sint;mfn;an;pl;prp - adj;sint;mfn;aa;pl;acc,adj;sint;m;an;sg;ins - adj;sint;nt;an;sg;ins - adj;sint;mfn;an;pl;dat,C
прокаженных,прокаженным,0_19,0_28,n;m;aa;pl;acc - n;m;aa;pl;gen - n;m;aa;pl;prp - n;f;aa;pl;acc - n;f;aa;pl;gen - n;f;aa;pl;prp - verb;perf;tv;pp;pasv;mfn;an;pl;gen - verb;perf;tv;pp;pasv;mfn;an;pl;prp - verb;perf;tv;pp;pasv;mfn;aa;pl;acc,n;m;aa;sg;ins - n;m;aa;pl;dat - n;f;aa;pl;dat - verb;perf;tv;pp;pasv;m;an;sg;ins - verb;perf;tv;pp;pasv;nt;an;sg;ins - verb;perf;tv;pp;pasv;mfn;an;pl;dat,C
